epoch,train_acc,train_loss,val_acc,val_loss,samples_per_second,ce_loss,credit_policy_loss,credit_simulator_loss,discovery_health_loss,credit_alignment_items,sim_pred_real_corr,active_cells,primitive_top_share,choice_entropy,credit_measurements,credit_joint_measurements,credit_gain_mean,credit_gain_abs_mean,credit_positive_fraction,credit_budget_used,credit_budget_limit,credit_gain_scale,credit_joint_synergy_mean,credit_random_targets,credit_unchosen_measurements,credit_unchosen_gain_mean,credit_closed,credit_pending,credit_active,credit_total_measurements,credit_total_joint_measurements,credit_items,credit_age_mean,credit_gain_ema_abs_mean,train_samples_per_second
1,0.309921875,2.051634896993637,0.41171875,1.5909302353858947,176.9264876813937,1.4572677612304688,0.4240609109401703,0.00609524454921484,0.009299480356276035,24.0,0.6959095597267151,40.333335876464844,0.6826057434082031,1.5737111568450928,10.0,2.0,0.010669613257050514,0.026512503623962402,0.5,10.0,10.0,0.007602744207692698,-0.0038347840309143066,2.0,2.0,-0.03726392984390259,1.0,10.0,10.0,250.0,50.0,86.0,99.93022918701172,0.0006173269357532263,176.9264876813937
2,0.49703125,1.5009879636764527,0.571875,1.1855896949768066,179.39931971863615,1.2174692153930664,0.24052254855632782,0.0007686830358579755,0.013866670429706573,24.0,-0.1019163653254509,34.66666793823242,0.5851414203643799,1.4379533529281616,10.0,2.0,0.0038172006607055664,0.01897904835641384,0.5,10.0,10.0,0.011455868298839074,-0.0018225908279418945,2.0,2.0,-0.03174775838851929,1.0,10.0,10.0,500.0,100.0,148.0,196.18919372558594,0.0007557080243714154,179.39931971863615
3,0.61734375,1.1903964015841484,0.6890625,0.9426488041877746,175.33603467511998,0.9618160724639893,0.2772727608680725,0.0013413376873359084,0.013279187493026257,24.0,0.15443724393844604,34.333335876464844,0.5894393920898438,1.381425142288208,10.0,2.0,-0.004569399636238813,0.012825083918869495,0.30000001192092896,10.0,10.0,0.01235630277934791,0.004118114709854126,2.0,2.0,0.01955839991569519,1.0,10.0,10.0,750.0,150.0,182.0,300.0989074707031,0.0008891680045053363,175.33603467511998
