epoch,tau,train_loss,train_acc,best_acc,program_recovery_rate,expected_edge_recovery,expected_any_recovery,expected_candidate_present,expected_edge_choice_mass,expected_edge_active,transform_mass,skip_mass,disable_mass,choice_entropy,active_cells,expected_top_cells,primitive_top_share,active_edges_per_target,final_read_last,final_read_mean,final_read_learned,state_norm_none,state_norm_layernorm,slot_address_used_by_controller,slot_address_used_by_executor,primitive_embedding_rank,primitive_pair_cos_mean,primitive_pair_cos_max,usage_entropy,usage_credit_observations,action_L0_0_1_diff_present,action_L0_0_1_diff_choice_mass,action_L0_0_1_diff_recovery,action_L0_0_1_diff_active,action_L0_0_1_diff_tape,semantic_grid_mismatch,semantic_neighbor_entropy,grid_candidate_usage,semantic_candidate_usage,usage_candidate_usage,random_candidate_usage,scanner_source_mass_sum,edge_scale_mean,cell_output_gate_mean,cell_tape_weight_mean,cell_write_mass_mean,target_write_gate_mean,edge_pair_bias_expected,edge_pair_bias_std,write_pair_bias_expected,write_pair_bias_std,phase_pair_bias_expected,phase_pair_bias_std,cell_output_pair_bias_expected,cell_output_pair_bias_std,signal_expected_choice_mass,signal_candidate_present,signal_primitive_top_share,signal_active_mean,signal_tape_mean,signal_active_cells_soft,adaptive_recovery_gate,adaptive_collapse_gate,adaptive_sparse_gate,adaptive_choice_boost,val_loss,val_acc,oracle_acc,gain_disabled_delta,sim_result_disabled_delta,sim_disabled_delta,choice_without_sim_delta,final_read_mode,credit_items,credit_staleness_mean,credit_age_max,ce_loss,sim_loss,expected_choice_loss,non_expected_primitive_loss,expected_active_loss,non_expected_active_loss,non_expected_tape_loss,non_expected_transform_loss,primitive_usage_diversity,cell_choice_diversity,active_budget,tape_budget,layer_action_diversity,min_transform_loss,eff_lambda_choice,eff_lambda_non_expected_primitive,eff_lambda_primitive_usage_diversity,eff_lambda_cell_choice_diversity,eff_lambda_non_expected_active,eff_lambda_non_expected_tape,eff_lambda_non_expected_transform,eff_lambda_active_budget,eff_lambda_tape_budget,eff_lambda_layer_action_diversity,weighted_ce_loss,weighted_sim_loss,weighted_expected_choice_loss,weighted_expected_active_loss,weighted_non_expected_primitive_loss,weighted_non_expected_active_loss,weighted_non_expected_tape_loss,weighted_non_expected_transform_loss,weighted_primitive_usage_diversity,weighted_cell_choice_diversity,weighted_active_budget,weighted_tape_budget,weighted_layer_action_diversity,weighted_min_transform_loss,loss_accounting_error
1,1.0,7.0801099836826324,0.59375,0.375,0.0,0.0,0.015625,0.375,0.016559310257434845,0.24408698081970215,0.5189962387084961,0.2878210246562958,0.19318273663520813,1.147475004196167,16.0,0.0,0.35045379400253296,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.40904346108436584,0.98879075050354,3.0442254543304443,512.0,0.375,0.016559310257434845,0.0,0.24408698081970215,0.07325421273708344,0.33984375,3.178544521331787,0.3871384859085083,0.05750472843647003,0.5547360181808472,0.0006207986152730882,1.0000000311410986,0.9466619491577148,0.5263203382492065,0.061641789972782135,0.18057052791118622,0.5421380996704102,0.0005050016334280372,0.0005177803104743361,0.0005044666468165815,0.0005064281285740435,0.0005054734647274017,0.000527084106579423,-0.0004687932669185102,0.0005103971343487501,0.026383062824606895,0.15625,0.37667936831712723,0.23436535894870758,0.0657928790897131,3.749845504760742,0.0010822941549122334,0.00046146076056174934,0.0007202154374681413,2.4983766078948975,0.733145534992218,0.375,1.0,0.0007848143577575684,0.012217164039611816,0.01645958423614502,0.026864953339099884,last,1.0,0.0,0.0,0.687053382396698,0.04494824260473251,2.53006911277771,0.0665676798671484,1.4315949082374573,0.2334059700369835,0.06562245078384876,0.5176707804203033,0.0029083143454045057,0.03210748499259353,0.005771860363893211,0.002597820828668773,0.0,0.0,2.4983766078948975,0.00011536519014043733,2.3073038391885348e-05,2.3073038391885348e-05,1.4404308785742614e-05,3.601077332859859e-05,1.4404308785742614e-05,1.4404308785742614e-05,1.4404308785742614e-05,2.3073038391885348e-05,0.687053382396698,0.004494824446737766,6.316958427429199,0.07157974690198898,8.352529221156146e-06,3.611304919104441e-06,2.527996912249364e-06,7.362718861259054e-06,1.34207297719513e-07,1.2041492709613522e-06,1.3448291724671435e-07,4.361142202924384e-08,0.0,0.0,2.3150718675424287e-07
