epoch,train_acc,train_loss,val_acc,val_loss,samples_per_second,ce_loss,credit_policy_loss,credit_simulator_loss,discovery_health_loss,credit_alignment_items,sim_pred_real_corr,active_cells,primitive_top_share,choice_entropy,credit_measurements,credit_joint_measurements,credit_gain_mean,credit_gain_abs_mean,credit_positive_fraction,credit_budget_used,credit_budget_limit,credit_gain_scale,credit_joint_synergy_mean,credit_random_targets,credit_unchosen_measurements,credit_unchosen_gain_mean,credit_closed,credit_pending,credit_active,credit_total_measurements,credit_total_joint_measurements,credit_items,credit_age_mean,credit_gain_ema_abs_mean,train_samples_per_second
1,0.296796875,2.131423680782318,0.39609375,1.6179957628250121,170.1031962568583,1.6857070922851562,0.45964401960372925,0.0073093390092253685,0.011119167320430279,24.0,0.49628451466560364,38.333335876464844,0.5734455585479736,1.3545563220977783,10.0,2.0,-0.0007638573879376054,0.007229649927467108,0.4000000059604645,10.0,10.0,0.008489736844291147,-0.02000284194946289,2.0,2.0,-0.008141815662384033,1.0,10.0,10.0,250.0,50.0,103.0,88.24272155761719,0.0011835448676720262,170.1031962568583
2,0.41953125,1.7075557541847228,0.50234375,1.3645807266235352,172.42020767624032,1.246908187866211,0.18802592158317566,0.007439645938575268,0.00692410534247756,24.0,0.40847349166870117,25.33333396911621,0.5079339146614075,1.346328616142273,10.0,2.0,0.003584694815799594,0.008321023546159267,0.5,10.0,10.0,0.012564759981956934,-0.0025366544723510742,2.0,2.0,-0.007608354091644287,1.0,10.0,10.0,500.0,100.0,155.0,196.0580596923828,0.00152822386007756,172.42020767624032
3,0.540390625,1.3914423248171806,0.59140625,1.1776732563972474,169.83953728434656,1.318537712097168,0.4725928008556366,0.018620887771248817,0.007996185682713985,24.0,-0.36958807706832886,27.0,0.636171817779541,1.1523361206054688,10.0,2.0,-0.0040705325081944466,0.006333124823868275,0.20000000298023224,10.0,10.0,0.011398720321023913,0.016590535640716553,2.0,2.0,-0.0034331679344177246,1.0,10.0,10.0,750.0,150.0,202.0,305.3762512207031,0.0013985325349494815,169.83953728434656
