source,target,kind,label,loop,call
file:arch_builder/__init__.py,import:primitive_matrix,imports,,,
file:arch_builder/__init__.py,import:hybrid_scanner,imports,,,
file:arch_builder/__init__.py,import:simulator,imports,,,
file:arch_builder/__init__.py,import:executor,imports,,,
file:arch_builder/__init__.py,import:model,imports,,,
file:arch_builder/audio_frontend.py,import:__future__,imports,,,
file:arch_builder/audio_frontend.py,import:math,imports,,,
file:arch_builder/audio_frontend.py,import:dataclasses,imports,,,
file:arch_builder/audio_frontend.py,import:typing,imports,,,
file:arch_builder/audio_frontend.py,import:torch,imports,,,
file:arch_builder/audio_frontend.py,import:torch.nn,imports,,,
file:arch_builder/audio_frontend.py,import:torch.nn.functional,imports,,,
file:arch_builder/audio_frontend.py,import:model,imports,,,
file:arch_builder/audio_frontend.py,class:arch_builder/audio_frontend.py:AudioBatch,defines,,,
file:arch_builder/audio_frontend.py,class:arch_builder/audio_frontend.py:SyntheticAudioOrderTask,defines,,,
file:arch_builder/audio_frontend.py,class:arch_builder/audio_frontend.py:AudioFrontendBase,defines,,,
file:arch_builder/audio_frontend.py,class:arch_builder/audio_frontend.py:RawBasicAudioFrontend,defines,,,
file:arch_builder/audio_frontend.py,class:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend,defines,,,
file:arch_builder/audio_frontend.py,class:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend,defines,,,
file:arch_builder/audio_frontend.py,class:arch_builder/audio_frontend.py:AudioMatrixClassifier,defines,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:_dct_basis,defines,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.__init__,defines,,,
class:arch_builder/audio_frontend.py:SyntheticAudioOrderTask,func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.__init__,owns,,,
func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.__init__,state:arch_builder/audio_frontend.py:SyntheticAudioOrderTask:_make_window,reads_state,,,
func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.__init__,state:arch_builder/audio_frontend.py:SyntheticAudioOrderTask:_time,writes_state,,,
func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.__init__,state:arch_builder/audio_frontend.py:SyntheticAudioOrderTask:high_freq,writes_state,,,
func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.__init__,state:arch_builder/audio_frontend.py:SyntheticAudioOrderTask:burst_width,writes_state,,,
func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.__init__,state:arch_builder/audio_frontend.py:SyntheticAudioOrderTask:noise_std,writes_state,,,
func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.__init__,state:arch_builder/audio_frontend.py:SyntheticAudioOrderTask:low_freq,writes_state,,,
func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.__init__,state:arch_builder/audio_frontend.py:SyntheticAudioOrderTask:_window1,writes_state,,,
func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.__init__,state:arch_builder/audio_frontend.py:SyntheticAudioOrderTask:_window2,writes_state,,,
func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.__init__,state:arch_builder/audio_frontend.py:SyntheticAudioOrderTask:length,writes_state,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask._make_window,defines,,,
class:arch_builder/audio_frontend.py:SyntheticAudioOrderTask,func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask._make_window,owns,,,
func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask._make_window,state:arch_builder/audio_frontend.py:SyntheticAudioOrderTask:length,reads_state,,,
func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask._make_window,state:arch_builder/audio_frontend.py:SyntheticAudioOrderTask:_time,reads_state,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.sample,defines,,,
class:arch_builder/audio_frontend.py:SyntheticAudioOrderTask,func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.sample,owns,,,
func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.sample,state:arch_builder/audio_frontend.py:SyntheticAudioOrderTask:_time,reads_state,,,
func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.sample,state:arch_builder/audio_frontend.py:SyntheticAudioOrderTask:high_freq,reads_state,,,
func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.sample,state:arch_builder/audio_frontend.py:SyntheticAudioOrderTask:noise_std,reads_state,,,
func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.sample,state:arch_builder/audio_frontend.py:SyntheticAudioOrderTask:low_freq,reads_state,,,
func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.sample,state:arch_builder/audio_frontend.py:SyntheticAudioOrderTask:_window1,reads_state,,,
func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.sample,state:arch_builder/audio_frontend.py:SyntheticAudioOrderTask:_window2,reads_state,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:AudioFrontendBase.report,defines,,,
class:arch_builder/audio_frontend.py:AudioFrontendBase,func:arch_builder/audio_frontend.py:AudioFrontendBase.report,owns,,,
func:arch_builder/audio_frontend.py:AudioFrontendBase.report,state:arch_builder/audio_frontend.py:AudioFrontendBase:parameters,reads_state,,,
func:arch_builder/audio_frontend.py:AudioFrontendBase.report,state:arch_builder/audio_frontend.py:AudioFrontendBase:estimate_activation_bytes,reads_state,,,
func:arch_builder/audio_frontend.py:AudioFrontendBase.report,state:arch_builder/audio_frontend.py:AudioFrontendBase:estimate_flops,reads_state,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:AudioFrontendBase.estimate_flops,defines,,,
class:arch_builder/audio_frontend.py:AudioFrontendBase,func:arch_builder/audio_frontend.py:AudioFrontendBase.estimate_flops,owns,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:AudioFrontendBase.estimate_activation_bytes,defines,,,
class:arch_builder/audio_frontend.py:AudioFrontendBase,func:arch_builder/audio_frontend.py:AudioFrontendBase.estimate_activation_bytes,owns,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:RawBasicAudioFrontend.__init__,defines,,,
class:arch_builder/audio_frontend.py:RawBasicAudioFrontend,func:arch_builder/audio_frontend.py:RawBasicAudioFrontend.__init__,owns,,,
func:arch_builder/audio_frontend.py:RawBasicAudioFrontend.__init__,state:arch_builder/audio_frontend.py:RawBasicAudioFrontend:slots,writes_state,,,
func:arch_builder/audio_frontend.py:RawBasicAudioFrontend.__init__,state:arch_builder/audio_frontend.py:RawBasicAudioFrontend:proj,writes_state,,,
func:arch_builder/audio_frontend.py:RawBasicAudioFrontend.__init__,state:arch_builder/audio_frontend.py:RawBasicAudioFrontend:dim,writes_state,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:RawBasicAudioFrontend.forward,defines,,,
class:arch_builder/audio_frontend.py:RawBasicAudioFrontend,func:arch_builder/audio_frontend.py:RawBasicAudioFrontend.forward,owns,,,
func:arch_builder/audio_frontend.py:RawBasicAudioFrontend.forward,state:arch_builder/audio_frontend.py:RawBasicAudioFrontend:slots,reads_state,,,
func:arch_builder/audio_frontend.py:RawBasicAudioFrontend.forward,state:arch_builder/audio_frontend.py:RawBasicAudioFrontend:proj,reads_state,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:RawBasicAudioFrontend.estimate_flops,defines,,,
class:arch_builder/audio_frontend.py:RawBasicAudioFrontend,func:arch_builder/audio_frontend.py:RawBasicAudioFrontend.estimate_flops,owns,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:RawBasicAudioFrontend.estimate_activation_bytes,defines,,,
class:arch_builder/audio_frontend.py:RawBasicAudioFrontend,func:arch_builder/audio_frontend.py:RawBasicAudioFrontend.estimate_activation_bytes,owns,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend.__init__,defines,,,
class:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend,func:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend.__init__,owns,,,
func:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend.__init__,state:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend:slots,writes_state,,,
func:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend.__init__,state:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend:conv,writes_state,,,
func:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend.__init__,state:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend:pool,writes_state,,,
func:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend.__init__,state:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend:dim,writes_state,,,
func:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend.__init__,state:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend:proj,writes_state,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend.forward,defines,,,
class:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend,func:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend.forward,owns,,,
func:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend.forward,state:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend:proj,reads_state,,,
func:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend.forward,state:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend:pool,reads_state,,,
func:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend.forward,state:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend:conv,reads_state,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend.estimate_flops,defines,,,
class:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend,func:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend.estimate_flops,owns,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend.estimate_activation_bytes,defines,,,
class:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend,func:arch_builder/audio_frontend.py:ConvScaffoldAudioFrontend.estimate_activation_bytes,owns,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.__init__,defines,,,
class:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend,func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.__init__,owns,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.__init__,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:register_buffer,reads_state,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.__init__,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:proj,writes_state,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.__init__,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:feature_norm,writes_state,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.__init__,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:frame_size,writes_state,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.__init__,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:hop_size,writes_state,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.__init__,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:dim,writes_state,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.__init__,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:slots,writes_state,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.__init__,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:dct_bins,writes_state,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend._frame_features,defines,,,
class:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend,func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend._frame_features,owns,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend._frame_features,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:feature_norm,reads_state,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend._frame_features,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:window,reads_state,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend._frame_features,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:dct_bins,reads_state,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend._frame_features,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:frame_size,reads_state,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend._frame_features,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:hop_size,reads_state,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend._frame_features,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:dct_basis,reads_state,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.forward,defines,,,
class:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend,func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.forward,owns,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.forward,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:slots,reads_state,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.forward,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:proj,reads_state,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.forward,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:_frame_features,reads_state,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.estimate_flops,defines,,,
class:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend,func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.estimate_flops,owns,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.estimate_flops,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:dct_bins,reads_state,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.estimate_flops,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:hop_size,reads_state,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.estimate_flops,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:frame_size,reads_state,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.estimate_activation_bytes,defines,,,
class:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend,func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.estimate_activation_bytes,owns,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.estimate_activation_bytes,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:dct_bins,reads_state,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.estimate_activation_bytes,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:hop_size,reads_state,,,
func:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend.estimate_activation_bytes,state:arch_builder/audio_frontend.py:StructuredMatrixAudioFrontend:frame_size,reads_state,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:build_frontend,defines,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:AudioMatrixClassifier.__init__,defines,,,
class:arch_builder/audio_frontend.py:AudioMatrixClassifier,func:arch_builder/audio_frontend.py:AudioMatrixClassifier.__init__,owns,,,
func:arch_builder/audio_frontend.py:AudioMatrixClassifier.__init__,state:arch_builder/audio_frontend.py:AudioMatrixClassifier:backbone,writes_state,,,
func:arch_builder/audio_frontend.py:AudioMatrixClassifier.__init__,state:arch_builder/audio_frontend.py:AudioMatrixClassifier:frontend,writes_state,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:AudioMatrixClassifier.forward,defines,,,
class:arch_builder/audio_frontend.py:AudioMatrixClassifier,func:arch_builder/audio_frontend.py:AudioMatrixClassifier.forward,owns,,,
func:arch_builder/audio_frontend.py:AudioMatrixClassifier.forward,state:arch_builder/audio_frontend.py:AudioMatrixClassifier:backbone,reads_state,,,
func:arch_builder/audio_frontend.py:AudioMatrixClassifier.forward,state:arch_builder/audio_frontend.py:AudioMatrixClassifier:frontend,reads_state,,,
file:arch_builder/audio_frontend.py,func:arch_builder/audio_frontend.py:AudioMatrixClassifier.report,defines,,,
class:arch_builder/audio_frontend.py:AudioMatrixClassifier,func:arch_builder/audio_frontend.py:AudioMatrixClassifier.report,owns,,,
func:arch_builder/audio_frontend.py:AudioMatrixClassifier.report,state:arch_builder/audio_frontend.py:AudioMatrixClassifier:parameters,reads_state,,,
func:arch_builder/audio_frontend.py:AudioMatrixClassifier.report,state:arch_builder/audio_frontend.py:AudioMatrixClassifier:backbone,reads_state,,,
func:arch_builder/audio_frontend.py:AudioMatrixClassifier.report,state:arch_builder/audio_frontend.py:AudioMatrixClassifier:frontend,reads_state,,,
file:arch_builder/credit.py,import:__future__,imports,,,
file:arch_builder/credit.py,import:dataclasses,imports,,,
file:arch_builder/credit.py,import:typing,imports,,,
file:arch_builder/credit.py,import:torch,imports,,,
file:arch_builder/credit.py,import:torch.nn.functional,imports,,,
file:arch_builder/credit.py,class:arch_builder/credit.py:CreditBuffer,defines,,,
file:arch_builder/credit.py,class:arch_builder/credit.py:ModeCreditLedger,defines,,,
file:arch_builder/credit.py,func:arch_builder/credit.py:CreditBuffer.update,defines,,,
class:arch_builder/credit.py:CreditBuffer,func:arch_builder/credit.py:CreditBuffer.update,owns,,,
func:arch_builder/credit.py:CreditBuffer.update,state:arch_builder/credit.py:CreditBuffer:decay,reads_state,,,
func:arch_builder/credit.py:CreditBuffer.update,state:arch_builder/credit.py:CreditBuffer:values,reads_state,,,
func:arch_builder/credit.py:CreditBuffer.update,state:arch_builder/credit.py:CreditBuffer:ages,reads_state,,,
func:arch_builder/credit.py:CreditBuffer.update,state:arch_builder/credit.py:CreditBuffer:values,writes_state,,,
func:arch_builder/credit.py:CreditBuffer.update,state:arch_builder/credit.py:CreditBuffer:ages,writes_state,,,
file:arch_builder/credit.py,func:arch_builder/credit.py:CreditBuffer.metrics,defines,,,
class:arch_builder/credit.py:CreditBuffer,func:arch_builder/credit.py:CreditBuffer.metrics,owns,,,
func:arch_builder/credit.py:CreditBuffer.metrics,state:arch_builder/credit.py:CreditBuffer:ages,reads_state,,,
func:arch_builder/credit.py:CreditBuffer.metrics,state:arch_builder/credit.py:CreditBuffer:values,reads_state,,,
file:arch_builder/credit.py,func:arch_builder/credit.py:ModeCreditLedger.update,defines,,,
class:arch_builder/credit.py:ModeCreditLedger,func:arch_builder/credit.py:ModeCreditLedger.update,owns,,,
func:arch_builder/credit.py:ModeCreditLedger.update,state:arch_builder/credit.py:ModeCreditLedger:audit,reads_state,,,
func:arch_builder/credit.py:ModeCreditLedger.update,state:arch_builder/credit.py:ModeCreditLedger:teacher,reads_state,,,
func:arch_builder/credit.py:ModeCreditLedger.update,state:arch_builder/credit.py:ModeCreditLedger:deploy,reads_state,,,
file:arch_builder/credit.py,func:arch_builder/credit.py:ModeCreditLedger.metrics,defines,,,
class:arch_builder/credit.py:ModeCreditLedger,func:arch_builder/credit.py:ModeCreditLedger.metrics,owns,,,
func:arch_builder/credit.py:ModeCreditLedger.metrics,state:arch_builder/credit.py:ModeCreditLedger:audit,reads_state,,,
func:arch_builder/credit.py:ModeCreditLedger.metrics,state:arch_builder/credit.py:ModeCreditLedger:teacher,reads_state,,,
func:arch_builder/credit.py:ModeCreditLedger.metrics,state:arch_builder/credit.py:ModeCreditLedger:deploy,reads_state,,,
file:arch_builder/credit.py,func:arch_builder/credit.py:_rng_state,defines,,,
file:arch_builder/credit.py,func:arch_builder/credit.py:_restore_rng,defines,,,
file:arch_builder/credit.py,func:arch_builder/credit.py:_primitive_distribution,defines,,,
file:arch_builder/credit.py,func:arch_builder/credit.py:simulator_ablation_metrics,defines,,,
file:arch_builder/credit.py,func:arch_builder/credit.py:sim_disabled_delta,defines,,,
file:arch_builder/executor.py,import:__future__,imports,,,
file:arch_builder/executor.py,import:torch,imports,,,
file:arch_builder/executor.py,import:torch.nn,imports,,,
file:arch_builder/executor.py,import:primitive_matrix,imports,,,
file:arch_builder/executor.py,class:arch_builder/executor.py:ActionExecutor,defines,,,
file:arch_builder/executor.py,func:arch_builder/executor.py:ActionExecutor.__init__,defines,,,
class:arch_builder/executor.py:ActionExecutor,func:arch_builder/executor.py:ActionExecutor.__init__,owns,,,
func:arch_builder/executor.py:ActionExecutor.__init__,state:arch_builder/executor.py:ActionExecutor:gate,writes_state,,,
func:arch_builder/executor.py:ActionExecutor.__init__,state:arch_builder/executor.py:ActionExecutor:ctx,writes_state,,,
func:arch_builder/executor.py:ActionExecutor.__init__,state:arch_builder/executor.py:ActionExecutor:low_a,writes_state,,,
func:arch_builder/executor.py:ActionExecutor.__init__,state:arch_builder/executor.py:ActionExecutor:low_b,writes_state,,,
func:arch_builder/executor.py:ActionExecutor.__init__,state:arch_builder/executor.py:ActionExecutor:dim,writes_state,,,
func:arch_builder/executor.py:ActionExecutor.__init__,state:arch_builder/executor.py:ActionExecutor:names,writes_state,,,
func:arch_builder/executor.py:ActionExecutor.__init__,state:arch_builder/executor.py:ActionExecutor:channel,writes_state,,,
file:arch_builder/executor.py,func:arch_builder/executor.py:ActionExecutor._single,defines,,,
class:arch_builder/executor.py:ActionExecutor,func:arch_builder/executor.py:ActionExecutor._single,owns,,,
func:arch_builder/executor.py:ActionExecutor._single,state:arch_builder/executor.py:ActionExecutor:gate,reads_state,,,
func:arch_builder/executor.py:ActionExecutor._single,state:arch_builder/executor.py:ActionExecutor:ctx,reads_state,,,
func:arch_builder/executor.py:ActionExecutor._single,state:arch_builder/executor.py:ActionExecutor:low_a,reads_state,,,
func:arch_builder/executor.py:ActionExecutor._single,state:arch_builder/executor.py:ActionExecutor:low_b,reads_state,,,
func:arch_builder/executor.py:ActionExecutor._single,state:arch_builder/executor.py:ActionExecutor:channel,reads_state,,,
file:arch_builder/executor.py,func:arch_builder/executor.py:ActionExecutor.forward,defines,,,
class:arch_builder/executor.py:ActionExecutor,func:arch_builder/executor.py:ActionExecutor.forward,owns,,,
func:arch_builder/executor.py:ActionExecutor.forward,state:arch_builder/executor.py:ActionExecutor:names,reads_state,,,
func:arch_builder/executor.py:ActionExecutor.forward,state:arch_builder/executor.py:ActionExecutor:_single,reads_state,,,
file:arch_builder/hybrid_scanner.py,import:__future__,imports,,,
file:arch_builder/hybrid_scanner.py,import:typing,imports,,,
file:arch_builder/hybrid_scanner.py,import:torch,imports,,,
file:arch_builder/hybrid_scanner.py,import:torch.nn,imports,,,
file:arch_builder/hybrid_scanner.py,import:primitive_matrix,imports,,,
file:arch_builder/hybrid_scanner.py,class:arch_builder/hybrid_scanner.py:HybridScanner,defines,,,
file:arch_builder/hybrid_scanner.py,func:arch_builder/hybrid_scanner.py:HybridScanner.__init__,defines,,,
class:arch_builder/hybrid_scanner.py:HybridScanner,func:arch_builder/hybrid_scanner.py:HybridScanner.__init__,owns,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.__init__,state:arch_builder/hybrid_scanner.py:HybridScanner:random_k,writes_state,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.__init__,state:arch_builder/hybrid_scanner.py:HybridScanner:before_proj,writes_state,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.__init__,state:arch_builder/hybrid_scanner.py:HybridScanner:score,writes_state,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.__init__,state:arch_builder/hybrid_scanner.py:HybridScanner:context_proj,writes_state,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.__init__,state:arch_builder/hybrid_scanner.py:HybridScanner:semantic_k,writes_state,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.__init__,state:arch_builder/hybrid_scanner.py:HybridScanner:candidate_proj,writes_state,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.__init__,state:arch_builder/hybrid_scanner.py:HybridScanner:memory_proj,writes_state,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.__init__,state:arch_builder/hybrid_scanner.py:HybridScanner:usage_k,writes_state,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.__init__,state:arch_builder/hybrid_scanner.py:HybridScanner:anchor,writes_state,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.__init__,state:arch_builder/hybrid_scanner.py:HybridScanner:local_k,writes_state,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.__init__,state:arch_builder/hybrid_scanner.py:HybridScanner:source_type,writes_state,,,
file:arch_builder/hybrid_scanner.py,func:arch_builder/hybrid_scanner.py:HybridScanner.forward,defines,,,
class:arch_builder/hybrid_scanner.py:HybridScanner,func:arch_builder/hybrid_scanner.py:HybridScanner.forward,owns,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.forward,state:arch_builder/hybrid_scanner.py:HybridScanner:random_k,reads_state,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.forward,state:arch_builder/hybrid_scanner.py:HybridScanner:before_proj,reads_state,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.forward,state:arch_builder/hybrid_scanner.py:HybridScanner:score,reads_state,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.forward,state:arch_builder/hybrid_scanner.py:HybridScanner:context_proj,reads_state,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.forward,state:arch_builder/hybrid_scanner.py:HybridScanner:semantic_k,reads_state,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.forward,state:arch_builder/hybrid_scanner.py:HybridScanner:memory_proj,reads_state,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.forward,state:arch_builder/hybrid_scanner.py:HybridScanner:candidate_proj,reads_state,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.forward,state:arch_builder/hybrid_scanner.py:HybridScanner:usage_k,reads_state,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.forward,state:arch_builder/hybrid_scanner.py:HybridScanner:anchor,reads_state,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.forward,state:arch_builder/hybrid_scanner.py:HybridScanner:local_k,reads_state,,,
func:arch_builder/hybrid_scanner.py:HybridScanner.forward,state:arch_builder/hybrid_scanner.py:HybridScanner:source_type,reads_state,,,
file:arch_builder/model.py,import:__future__,imports,,,
file:arch_builder/model.py,import:typing,imports,,,
file:arch_builder/model.py,import:torch,imports,,,
file:arch_builder/model.py,import:torch.nn,imports,,,
file:arch_builder/model.py,import:torch.nn.functional,imports,,,
file:arch_builder/model.py,import:primitive_matrix,imports,,,
file:arch_builder/model.py,import:hybrid_scanner,imports,,,
file:arch_builder/model.py,import:simulator,imports,,,
file:arch_builder/model.py,import:executor,imports,,,
file:arch_builder/model.py,class:arch_builder/model.py:ActionMatrixLayer,defines,,,
file:arch_builder/model.py,class:arch_builder/model.py:ActionMatrixModel,defines,,,
file:arch_builder/model.py,func:arch_builder/model.py:_ln_logits,defines,,,
file:arch_builder/model.py,func:arch_builder/model.py:_primitive_distribution,defines,,,
file:arch_builder/model.py,func:arch_builder/model.py:ActionMatrixLayer.__init__,defines,,,
class:arch_builder/model.py:ActionMatrixLayer,func:arch_builder/model.py:ActionMatrixLayer.__init__,owns,,,
