source,target,kind,label,loop,call
func:arch_builder/simulator.py:LowRankSimulator.__init__,state:arch_builder/simulator.py:LowRankSimulator:prim_emb,writes_state,,,
file:arch_builder/simulator.py,func:arch_builder/simulator.py:LowRankSimulator.forward,defines,,,
class:arch_builder/simulator.py:LowRankSimulator,func:arch_builder/simulator.py:LowRankSimulator.forward,owns,,,
func:arch_builder/simulator.py:LowRankSimulator.forward,state:arch_builder/simulator.py:LowRankSimulator:to_rank,reads_state,,,
func:arch_builder/simulator.py:LowRankSimulator.forward,state:arch_builder/simulator.py:LowRankSimulator:from_rank,reads_state,,,
func:arch_builder/simulator.py:LowRankSimulator.forward,state:arch_builder/simulator.py:LowRankSimulator:gain,reads_state,,,
func:arch_builder/simulator.py:LowRankSimulator.forward,state:arch_builder/simulator.py:LowRankSimulator:prim_emb,reads_state,,,
file:arch_builder/synthetic_tasks.py,import:__future__,imports,,,
file:arch_builder/synthetic_tasks.py,import:dataclasses,imports,,,
file:arch_builder/synthetic_tasks.py,import:pathlib,imports,,,
file:arch_builder/synthetic_tasks.py,import:typing,imports,,,
file:arch_builder/synthetic_tasks.py,import:torch,imports,,,
file:arch_builder/synthetic_tasks.py,import:task_config,imports,,,
file:arch_builder/synthetic_tasks.py,class:arch_builder/synthetic_tasks.py:Batch,defines,,,
file:arch_builder/synthetic_tasks.py,class:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask,defines,,,
file:arch_builder/synthetic_tasks.py,func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.__init__,defines,,,
class:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask,func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.__init__,owns,,,
func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.__init__,state:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask:config,reads_state,,,
func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.__init__,state:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask:classes,writes_state,,,
func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.__init__,state:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask:config,writes_state,,,
func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.__init__,state:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask:dim,writes_state,,,
func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.__init__,state:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask:task,writes_state,,,
func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.__init__,state:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask:slots,writes_state,,,
file:arch_builder/synthetic_tasks.py,func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.label_signal,defines,,,
class:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask,func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.label_signal,owns,,,
func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.label_signal,state:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask:slots,reads_state,,,
func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.label_signal,state:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask:config,reads_state,,,
file:arch_builder/synthetic_tasks.py,func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.sample,defines,,,
class:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask,func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.sample,owns,,,
func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.sample,state:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask:label_signal,reads_state,,,
func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.sample,state:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask:slots,reads_state,,,
func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.sample,state:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask:dim,reads_state,,,
file:arch_builder/synthetic_tasks.py,func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.oracle_accuracy,defines,,,
class:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask,func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.oracle_accuracy,owns,,,
func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.oracle_accuracy,state:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask:label_signal,reads_state,,,
file:arch_builder/task_config.py,import:__future__,imports,,,
file:arch_builder/task_config.py,import:ast,imports,,,
file:arch_builder/task_config.py,import:hashlib,imports,,,
file:arch_builder/task_config.py,import:dataclasses,imports,,,
file:arch_builder/task_config.py,import:pathlib,imports,,,
file:arch_builder/task_config.py,import:typing,imports,,,
file:arch_builder/task_config.py,import:torch,imports,,,
file:arch_builder/task_config.py,import:yaml,imports,,,
file:arch_builder/task_config.py,class:arch_builder/task_config.py:TaskConfig,defines,,,
file:arch_builder/task_config.py,func:arch_builder/task_config.py:TaskConfig.evaluate,defines,,,
class:arch_builder/task_config.py:TaskConfig,func:arch_builder/task_config.py:TaskConfig.evaluate,owns,,,
func:arch_builder/task_config.py:TaskConfig.evaluate,state:arch_builder/task_config.py:TaskConfig:slots,reads_state,,,
func:arch_builder/task_config.py:TaskConfig.evaluate,state:arch_builder/task_config.py:TaskConfig:formula_tree,reads_state,,,
file:arch_builder/task_config.py,func:arch_builder/task_config.py:legacy_task_path,defines,,,
file:arch_builder/task_config.py,func:arch_builder/task_config.py:load_task_config,defines,,,
file:arch_builder/task_config.py,func:arch_builder/task_config.py:evaluate_pass_thresholds,defines,,,
file:arch_builder/task_config.py,func:arch_builder/task_config.py:_validate_formula,defines,,,
file:arch_builder/task_config.py,func:arch_builder/task_config.py:_eval_node,defines,,,
file:arch_builder/task_config.py,func:arch_builder/task_config.py:_validate_actions,defines,,,
file:arch_builder/task_config.py,func:arch_builder/task_config.py:_validate_thresholds,defines,,,
file:arch_builder/task_config.py,func:arch_builder/task_config.py:_nonempty_string,defines,,,
file:arch_builder/task_config.py,func:arch_builder/task_config.py:_positive_int,defines,,,
file:arch_builder/task_config.py,func:arch_builder/task_config.py:_bounded_int,defines,,,
file:arch_builder/train_audio_frontend.py,import:__future__,imports,,,
file:arch_builder/train_audio_frontend.py,import:argparse,imports,,,
file:arch_builder/train_audio_frontend.py,import:json,imports,,,
file:arch_builder/train_audio_frontend.py,import:time,imports,,,
file:arch_builder/train_audio_frontend.py,import:pathlib,imports,,,
file:arch_builder/train_audio_frontend.py,import:typing,imports,,,
file:arch_builder/train_audio_frontend.py,import:torch,imports,,,
file:arch_builder/train_audio_frontend.py,import:torch.nn.functional,imports,,,
file:arch_builder/train_audio_frontend.py,import:audio_frontend,imports,,,
file:arch_builder/train_audio_frontend.py,import:reporting,imports,,,
file:arch_builder/train_audio_frontend.py,import:train_vertical_slice,imports,,,
file:arch_builder/train_audio_frontend.py,func:arch_builder/train_audio_frontend.py:parser,defines,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--latest-report,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--curriculum-schedule,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--slots,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--tau-min,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--epochs,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--eval-steps,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--layers,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--top-k,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--lr,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--device,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--out-dir,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--variant,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--weight-decay,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--tau-decay,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--seed,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--sim-rank,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--amp,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--honesty-floor,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--tau-start,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--eval-batch-size,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--batch-size,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--length,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--dim,defines_arg,,,
func:arch_builder/train_audio_frontend.py:parser,arg:--steps-per-epoch,defines_arg,,,
file:arch_builder/train_audio_frontend.py,func:arch_builder/train_audio_frontend.py:amp_dtype,defines,,,
file:arch_builder/train_audio_frontend.py,func:arch_builder/train_audio_frontend.py:evaluate,defines,,,
file:arch_builder/train_audio_frontend.py,func:arch_builder/train_audio_frontend.py:train_variant,defines,,,
file:arch_builder/train_audio_frontend.py,func:arch_builder/train_audio_frontend.py:main,defines,,,
file:arch_builder/train_vertical_slice.py,import:__future__,imports,,,
file:arch_builder/train_vertical_slice.py,import:argparse,imports,,,
file:arch_builder/train_vertical_slice.py,import:json,imports,,,
file:arch_builder/train_vertical_slice.py,import:time,imports,,,
file:arch_builder/train_vertical_slice.py,import:pathlib,imports,,,
file:arch_builder/train_vertical_slice.py,import:typing,imports,,,
file:arch_builder/train_vertical_slice.py,import:torch,imports,,,
file:arch_builder/train_vertical_slice.py,import:torch.nn.functional,imports,,,
file:arch_builder/train_vertical_slice.py,import:model,imports,,,
file:arch_builder/train_vertical_slice.py,import:synthetic_tasks,imports,,,
file:arch_builder/train_vertical_slice.py,import:credit,imports,,,
file:arch_builder/train_vertical_slice.py,import:reporting,imports,,,
file:arch_builder/train_vertical_slice.py,import:task_config,imports,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:amp_dtype,defines,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:_actions_by_layer,defines,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:_action_metric_prefix,defines,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:curriculum_phase,defines,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:_next_layer_context,defines,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:_primitive_distribution,defines,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:summarize_trace,defines,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:evaluate,defines,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:evaluate_with_deleted_layer,defines,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:proof_slice_structure_losses,defines,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:generic_anti_collapse_losses,defines,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:structure_signal_stats,defines,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:adaptive_loss_weights,defines,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:branch_structure_losses,defines,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:sim_targets_for_expected_actions,defines,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:compute_training_objective,defines,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:inspect_action_program,defines,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:write_program_report,defines,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:dependency_metrics,defines,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:specialization_metrics,defines,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:train,defines,,,
file:arch_builder/train_vertical_slice.py,func:arch_builder/train_vertical_slice.py:parser,defines,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--lambda-layer-action-diversity,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--latest-report,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--final-read,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--curriculum-schedule,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--slots,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--tau-min,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--epochs,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--eval-steps,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--layers,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--lambda-sim,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--top-k,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--lambda-branch,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--target-active-fraction,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--lr,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--grad-clip,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--lambda-choice,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--lambda-tape-budget,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--adapt-choice-boost,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--lambda-collapse,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--lambda-non-expected-primitive,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--device,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--lambda-primitive-usage-diversity,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--out-dir,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--lambda-non-expected-active,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--lambda-non-expected-transform,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--lambda-active-budget,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--task,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--state-norm,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--weight-decay,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--lambda-expected-active,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--adapt-choice-floor,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--tau-decay,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--adapt-sharpness,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--seed,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--sim-rank,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--lambda-non-expected-tape,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--amp,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--target-active-cells,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--honesty-floor,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--adapt-cell-sharpness,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--tau-start,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--adapt-listen-floor,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--task-config,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--eval-batch-size,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--batch-size,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--max-steps,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--min-transform-mass,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--input-norm,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--dim,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--steps-per-epoch,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--lambda-cell-choice-diversity,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--adapt-top-share-floor,defines_arg,,,
func:arch_builder/train_vertical_slice.py:parser,arg:--target-tape-fraction,defines_arg,,,
file:tools/agent_codegraph/build_agent_codegraph.py,import:__future__,imports,,,
file:tools/agent_codegraph/build_agent_codegraph.py,import:argparse,imports,,,
file:tools/agent_codegraph/build_agent_codegraph.py,import:ast,imports,,,
file:tools/agent_codegraph/build_agent_codegraph.py,import:csv,imports,,,
file:tools/agent_codegraph/build_agent_codegraph.py,import:json,imports,,,
file:tools/agent_codegraph/build_agent_codegraph.py,import:collections,imports,,,
file:tools/agent_codegraph/build_agent_codegraph.py,import:dataclasses,imports,,,
file:tools/agent_codegraph/build_agent_codegraph.py,import:pathlib,imports,,,
file:tools/agent_codegraph/build_agent_codegraph.py,import:typing,imports,,,
file:tools/agent_codegraph/build_agent_codegraph.py,class:tools/agent_codegraph/build_agent_codegraph.py:FileInfo,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,class:tools/agent_codegraph/build_agent_codegraph.py:FuncInfo,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,class:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,class:tools/agent_codegraph/build_agent_codegraph.py:V,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,import:yaml,imports,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:load_config_file,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:deep_merge,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:load_config,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:rel,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:read_text,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:should_skip,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:role_of,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:call_name,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:lit,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:self_attr,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.__init__,defines,,,
class:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor,func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.__init__,owns,,,
func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.__init__,state:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor:info,writes_state,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.visit_Call,defines,,,
class:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor,func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.visit_Call,owns,,,
func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.visit_Call,state:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor:generic_visit,reads_state,,,
func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.visit_Call,state:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor:info,reads_state,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.visit_Attribute,defines,,,
class:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor,func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.visit_Attribute,owns,,,
func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.visit_Attribute,state:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor:generic_visit,reads_state,,,
func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.visit_Attribute,state:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor:info,reads_state,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.visit_Assign,defines,,,
class:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor,func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.visit_Assign,owns,,,
func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.visit_Assign,state:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor:visit,reads_state,,,
func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.visit_Assign,state:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor:_target,reads_state,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.visit_AnnAssign,defines,,,
class:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor,func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.visit_AnnAssign,owns,,,
func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.visit_AnnAssign,state:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor:visit,reads_state,,,
func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.visit_AnnAssign,state:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor:_target,reads_state,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.visit_AugAssign,defines,,,
class:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor,func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.visit_AugAssign,owns,,,
func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.visit_AugAssign,state:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor:visit,reads_state,,,
func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor.visit_AugAssign,state:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor:_target,reads_state,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor._target,defines,,,
class:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor,func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor._target,owns,,,
func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor._target,state:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor:info,reads_state,,,
func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor._target,state:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor:_target,reads_state,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:parse_py,defines,,,
func:tools/agent_codegraph/build_agent_codegraph.py:parse_py,state:tools/agent_codegraph/build_agent_codegraph.py:module:generic_visit,reads_state,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:project_files,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:build_graph,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:summarize,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:analyze_graph,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:write_csv_edges,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:md_table,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:write_agent_brief,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:write_hole_report,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:write_dashboard,defines,,,
file:tools/agent_codegraph/build_agent_codegraph.py,func:tools/agent_codegraph/build_agent_codegraph.py:main,defines,,,
func:tools/agent_codegraph/build_agent_codegraph.py:main,arg:--root,defines_arg,,,
func:tools/agent_codegraph/build_agent_codegraph.py:main,arg:--out-dir,defines_arg,,,
file:tools/agent_inspector/focus_report.py,import:__future__,imports,,,
file:tools/agent_inspector/focus_report.py,import:argparse,imports,,,
file:tools/agent_inspector/focus_report.py,import:json,imports,,,
file:tools/agent_inspector/focus_report.py,import:pathlib,imports,,,
file:tools/agent_inspector/focus_report.py,func:tools/agent_inspector/focus_report.py:load_json,defines,,,
file:tools/agent_inspector/focus_report.py,func:tools/agent_inspector/focus_report.py:main,defines,,,
func:tools/agent_inspector/focus_report.py:main,arg:--root,defines_arg,,,
func:tools/agent_inspector/focus_report.py:main,arg:--out,defines_arg,,,
file:tools/agent_inspector/inspect_project.py,import:__future__,imports,,,
file:tools/agent_inspector/inspect_project.py,import:argparse,imports,,,
file:tools/agent_inspector/inspect_project.py,import:ast,imports,,,
file:tools/agent_inspector/inspect_project.py,import:csv,imports,,,
file:tools/agent_inspector/inspect_project.py,import:json,imports,,,
file:tools/agent_inspector/inspect_project.py,import:collections,imports,,,
file:tools/agent_inspector/inspect_project.py,import:pathlib,imports,,,
file:tools/agent_inspector/inspect_project.py,import:typing,imports,,,
file:tools/agent_inspector/inspect_project.py,class:tools/agent_inspector/inspect_project.py:FV,defines,,,
file:tools/agent_inspector/inspect_project.py,class:tools/agent_inspector/inspect_project.py:V,defines,,,
file:tools/agent_inspector/inspect_project.py,import:csv,imports,,,
file:tools/agent_inspector/inspect_project.py,func:tools/agent_inspector/inspect_project.py:load_json,defines,,,
file:tools/agent_inspector/inspect_project.py,func:tools/agent_inspector/inspect_project.py:rel,defines,,,
file:tools/agent_inspector/inspect_project.py,func:tools/agent_inspector/inspect_project.py:read_text,defines,,,
file:tools/agent_inspector/inspect_project.py,func:tools/agent_inspector/inspect_project.py:role_of,defines,,,
file:tools/agent_inspector/inspect_project.py,func:tools/agent_inspector/inspect_project.py:call_name,defines,,,
file:tools/agent_inspector/inspect_project.py,func:tools/agent_inspector/inspect_project.py:self_attr,defines,,,
file:tools/agent_inspector/inspect_project.py,func:tools/agent_inspector/inspect_project.py:FV.__init__,defines,,,
class:tools/agent_inspector/inspect_project.py:FV,func:tools/agent_inspector/inspect_project.py:FV.__init__,owns,,,
func:tools/agent_inspector/inspect_project.py:FV.__init__,state:tools/agent_inspector/inspect_project.py:FV:args,writes_state,,,
func:tools/agent_inspector/inspect_project.py:FV.__init__,state:tools/agent_inspector/inspect_project.py:FV:self_reads,writes_state,,,
func:tools/agent_inspector/inspect_project.py:FV.__init__,state:tools/agent_inspector/inspect_project.py:FV:self_writes,writes_state,,,
func:tools/agent_inspector/inspect_project.py:FV.__init__,state:tools/agent_inspector/inspect_project.py:FV:calls,writes_state,,,
