epoch,tau,curriculum_phase,train_loss,train_acc,best_acc,program_recovery_rate,expected_edge_recovery,expected_any_recovery,expected_candidate_present,expected_edge_choice_mass,layer_output_credit,expected_edge_active,transform_mass,skip_mass,disable_mass,choice_entropy,active_cells,expected_top_cells,primitive_top_share,active_edges_per_target,final_read_last,final_read_mean,final_read_learned,state_norm_none,state_norm_layernorm,slot_address_used_by_controller,slot_address_used_by_executor,primitive_embedding_rank,primitive_pair_cos_mean,primitive_pair_cos_max,usage_entropy,usage_credit_observations,action_L0_0_1_diff_present,action_L0_0_1_diff_choice_mass,action_L0_0_1_diff_recovery,action_L0_0_1_diff_active,action_L0_0_1_diff_tape,action_L0_2_3_diff_present,action_L0_2_3_diff_choice_mass,action_L0_2_3_diff_recovery,action_L0_2_3_diff_active,action_L0_2_3_diff_tape,action_L1_1_3_product_present,action_L1_1_3_product_choice_mass,action_L1_1_3_product_recovery,action_L1_1_3_product_active,action_L1_1_3_product_tape,layer_listen_score,layer_action_similarity,semantic_grid_mismatch,semantic_neighbor_entropy,grid_candidate_usage,semantic_candidate_usage,usage_candidate_usage,random_candidate_usage,scanner_source_mass_sum,edge_scale_mean,cell_output_gate_mean,cell_tape_weight_mean,cell_write_mass_mean,target_write_gate_mean,slot_alive_mean,slot_alive_count,split_none_mass,split_one_mass,split_two_mass,child_gate_mean,merge_gate_mean,collector_mass_mean,edge_pair_bias_expected,edge_pair_bias_std,write_pair_bias_expected,write_pair_bias_std,phase_pair_bias_expected,phase_pair_bias_std,cell_output_pair_bias_expected,cell_output_pair_bias_std,signal_expected_choice_mass,signal_candidate_present,signal_primitive_top_share,signal_active_mean,signal_tape_mean,signal_active_cells_soft,signal_layer_listen_score,signal_slot_alive_mean,signal_split_two_mass,signal_merge_gate_mean,signal_layer_action_similarity,adaptive_recovery_gate,adaptive_collapse_gate,adaptive_sparse_gate,adaptive_dependency_gate,adaptive_choice_boost,val_loss,val_acc,oracle_acc,gain_disabled_delta,sim_result_disabled_delta,sim_disabled_delta,choice_without_sim_delta,final_read_mode,credit_teacher_credit_items,credit_teacher_credit_staleness_mean,credit_teacher_credit_age_max,credit_audit_credit_items,credit_audit_credit_staleness_mean,credit_audit_credit_age_max,credit_deploy_credit_items,credit_deploy_credit_staleness_mean,credit_deploy_credit_age_max,honesty_score,ce_loss,sim_loss,expected_choice_loss,non_expected_primitive_loss,expected_active_loss,non_expected_active_loss,non_expected_tape_loss,non_expected_transform_loss,primitive_usage_diversity,cell_choice_diversity,active_budget,tape_budget,layer_action_diversity,branch_split_loss,branch_alive_loss,branch_child_loss,branch_merge_loss,branch_collector_loss,min_transform_loss,eff_lambda_choice,eff_lambda_non_expected_primitive,eff_lambda_primitive_usage_diversity,eff_lambda_cell_choice_diversity,eff_lambda_non_expected_active,eff_lambda_non_expected_tape,eff_lambda_non_expected_transform,eff_lambda_active_budget,eff_lambda_tape_budget,eff_lambda_layer_action_diversity,weighted_ce_loss,weighted_sim_loss,weighted_expected_choice_loss,weighted_expected_active_loss,weighted_non_expected_primitive_loss,weighted_non_expected_active_loss,weighted_non_expected_tape_loss,weighted_non_expected_transform_loss,weighted_primitive_usage_diversity,weighted_cell_choice_diversity,weighted_active_budget,weighted_tape_budget,weighted_layer_action_diversity,weighted_branch_split_loss,weighted_branch_alive_loss,weighted_branch_child_loss,weighted_branch_merge_loss,weighted_branch_collector_loss,weighted_min_transform_loss,loss_accounting_error
1,1.0,teacher,0.6980348110198975,0.5012369791666667,0.4905598958333333,0.18229166666666666,0.18229166666666666,0.24104817708333334,0.3033854166666667,0.1673326939344406,0.1673326939344406,0.2644825627406438,0.6198627948760986,0.2133578211069107,0.16677938401699066,0.7869695723056793,16.0,2.0,0.3817001134157181,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.4350484311580658,0.988556981086731,3.2180569171905518,491520.0,0.34765625,0.19112391769886017,0.21484375,0.23491431772708893,0.06043125316500664,0.203125,0.11305026710033417,0.125,0.2519223690032959,0.08933292329311371,0.359375,0.1978238970041275,0.20703125,0.30661100149154663,0.1024002879858017,0.47176599502563477,0.09938889741897583,0.452362060546875,3.1868542432785034,0.46912363916635513,0.3367638736963272,0.1251300333533436,0.06898246333003044,1.0000000095460564,0.9288254380226135,0.5407061576843262,0.08641457557678223,0.21400116384029388,0.61170893907547,0.5064309537410736,2.138671875,0.34183773398399353,0.3339029997587204,0.32425926625728607,0.4803636074066162,0.5248437523841858,0.2544275000691414,0.0008936525555327535,0.0031634815968573093,0.00027832385967485607,0.0034084038343280554,0.0017042894614860415,0.002832897240296006,0.0,0.0,0.2170994607421259,0.4537543540199598,0.36370095821718373,0.2508693295220534,0.08327405564486981,4.01390926639239,0.5172220865885416,0.5022806803385417,0.32313841929038367,0.5268717447916667,0.18595619468639293,0.11205873128492386,0.05466327357322977,0.07425103031855543,0.6902506510416667,2.3319118986527125,0.6952463785807291,0.4905598958333333,1.0,-0.0034442543983459473,-0.0009784698486328125,0.00046330690383911133,0.05849328264594078,last,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4905598958333333,0.6980348110198975,0.06749173176164429,1.958004885415236,0.23365870571384828,1.4206247140963872,0.2505268176396688,0.0837075946231683,0.6132553378740947,0.008761362689043987,0.05874240342527628,0.00920973567602535,0.004703967593377456,0.0,0.0,0.6923346593976021,0.6587457413474719,0.755231595536073,0.29404419933756193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6980348110198975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.92,teacher,0.6940233548482259,0.5017578125,0.5055338541666666,0.1015625,0.1015625,0.14925130208333334,0.3125,0.10288983583450317,0.10288983583450317,0.26167693734169006,0.6258754134178162,0.21104556322097778,0.16307902336120605,0.8144772946834564,16.0,0.5,0.4315110146999359,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.4341174364089966,0.9878660440444946,3.2176496982574463,983040.0,0.39453125,0.12387014925479889,0.125,0.24202561378479004,0.06300865113735199,0.2265625,0.07172903418540955,0.07421875,0.24035963416099548,0.08123031258583069,0.31640625,0.11307032406330109,0.10546875,0.30264556407928467,0.09321770071983337,0.45148730278015137,0.2522062361240387,0.452301025390625,3.1864134073257446,0.4928567484021187,0.3396412879228592,0.10772770713083446,0.059774259105324745,1.000000002561137,0.9160950183868408,0.5321459174156189,0.08835665136575699,0.21963493525981903,0.6221152544021606,0.4999394118785858,1.8828125,0.34480635821819305,0.33463597297668457,0.32055768370628357,0.47889527678489685,0.5250310301780701,0.2531226575374603,0.0006607670220546424,0.0035270347725600004,0.001322483760304749,0.003540370613336563,0.0022469828836619854,0.002843122463673353,0.0,0.0,0.17478198908890288,0.44396702547868094,0.3993831932544708,0.26005930254856746,0.08963614453872044,4.160948856671651,0.46140950520833335,0.502130126953125,0.32422359560926756,0.5257039388020833,0.2883935934863985,0.07302429061188984,0.027678690832302285,0.05005619228856328,0.5355428059895834,2.3904635657866797,0.6936777631441752,0.5055338541666666,1.0,-0.0031918883323669434,-0.0028330087661743164,0.0013228654861450195,0.05539647117257118,last,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5055338541666666,0.6940233548482259,0.08407709517826636,2.252509305377801,0.21695798200865588,1.4132104913393657,0.26030221457282704,0.0905103139579296,0.6343599642316501,0.0031444506745780623,0.05745530010511478,0.011723461762691538,0.005576447261652599,0.0,0.0,0.6897606536746025,0.6587710017959277,0.7522762735684713,0.2930738165974617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6940233548482259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.8464,teacher,0.6941928386688232,0.49928385416666665,0.5055338541666666,0.06380208333333333,0.06380208333333333,0.08365885416666667,0.328125,0.05555060009161631,0.05555060009161631,0.2590609739224116,0.6519334018230438,0.19432752579450607,0.1537390649318695,0.7374788820743561,16.0,0.5,0.4016507565975189,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.4344136714935303,0.9852843284606934,3.217825412750244,1474560.0,0.3515625,0.05267319828271866,0.07421875,0.22796033322811127,0.06229283660650253,0.234375,0.03134582191705704,0.0390625,0.23712342977523804,0.08885896950960159,0.3984375,0.08263278007507324,0.078125,0.3120991587638855,0.10593698918819427,0.4081647992134094,0.6709404587745667,0.4605712890625,3.1865941286087036,0.5340236872434616,0.358419768512249,0.04880431853234768,0.058752203825861216,0.9999999781139195,0.9081239104270935,0.5392638146877289,0.09583675488829613,0.22791191190481186,0.6396001577377319,0.5044185817241669,2.046875,0.3441173732280731,0.3325887620449066,0.32329386472702026,0.4788370430469513,0.5281292200088501,0.2537987306714058,-0.00026528973830863833,0.004597358871251345,0.0018006982281804085,0.004069081507623196,0.0025036009028553963,0.0033342745155096054,0.0,0.0,0.09800245817750693,0.31608074021836124,0.37779780725638074,0.2646053661902746,0.09251997619867325,4.233685851097107,0.43088175455729166,0.5021097819010417,0.32293345282475155,0.5251627604166667,0.4698424616207679,0.003983583231456578,0.0004178296150106083,0.0027629227018527067,0.441033935546875,2.4940246244271598,0.6936363528172175,0.5029296875,1.0,-0.0003025531768798828,0.00026977062225341797,0.005615592002868652,0.05440032482147217,last,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5029296875,0.6941928386688232,0.09337313305586577,2.92422829469045,0.16111299314846594,1.396369073788325,0.2650820496181647,0.09355353458474079,0.6407331923643748,0.0,0.05259494840477904,0.013185616411889593,0.0060519197645286715,0.0,0.0,0.6888569355010986,0.6583277533451716,0.7505604614814122,0.29257225841283796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6941928386688232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.778688,teacher,0.6939143498738607,0.5014973958333333,0.5087890625,0.01953125,0.01953125,0.022054036458333332,0.3125,0.024353209262092907,0.024353209262092907,0.2809379498163859,0.667734682559967,0.18773166835308075,0.14453363418579102,0.7811850607395172,16.0,0.0,0.35300782322883606,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.4347841441631317,0.9850491285324097,3.2176032066345215,1966080.0,0.375,0.02952546998858452,0.02734375,0.2572134733200073,0.07387825846672058,0.21875,0.015893204137682915,0.01171875,0.2662484049797058,0.10435906052589417,0.34375,0.02764095366001129,0.01953125,0.3193519711494446,0.10993292927742004,0.4069092273712158,0.817620575428009,0.457275390625,3.1868566274642944,0.4974420964717865,0.35880495607852936,0.08061899803578854,0.06313396990299225,1.0000000204890966,0.8805595934391022,0.5413320064544678,0.1075754202902317,0.2500828355550766,0.6811886429786682,0.5032452791929245,1.9765625,0.34317290782928467,0.3368476927280426,0.31997939944267273,0.47716888785362244,0.5237924754619598,0.25102733820676804,-0.0003670330625027418,0.005815278738737106,0.000773900595959276,0.005948974285274744,0.004358225967735052,0.00459463894367218,0.0,0.0,0.04636548976413905,0.3641493171453476,0.37244194994370144,0.2811759370068709,0.10279559462020794,4.498815035820007,0.4208984375,0.5026346842447916,0.32173284168044725,0.52596435546875,0.7158895095189413,0.0026078991815059755,0.00025403278771894596,0.0019096967182122171,0.410272216796875,2.496088155110677,0.6933919588724772,0.5087890625,1.0,0.0015398263931274414,0.0013556480407714844,0.00869375467300415,0.056724462658166885,last,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5087890625,0.6939143498738607,0.10059211198240518,5.363700580596924,0.08349904039253792,1.3730736255645752,0.2829685350259145,0.10461086221039295,0.6661194920539856,3.2990928881796814e-06,0.04759444963807861,0.019316801871173083,0.007826677209232002,0.00023232133648131518,0.0,0.6858914757768313,0.6567127034068108,0.7510683417320252,0.2926093302667141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6939143498738607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.7163929600000001,teacher,0.6940906206766765,0.49407552083333334,0.5146484375,0.10416666666666667,0.10416666666666667,0.12874348958333334,0.28125,0.09500018258889516,0.09500018258889516,0.28677377104759216,0.681048184633255,0.1788710281252861,0.14008080959320068,0.7300626039505005,16.0,2.0,0.37052370607852936,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.4348337948322296,0.9848407506942749,3.217945098876953,2457600.0,0.3203125,0.08997416496276855,0.09765625,0.27110061049461365,0.08465270698070526,0.23046875,0.061157092452049255,0.0703125,0.269872784614563,0.1098063737154007,0.29296875,0.13386929035186768,0.14453125,0.31934791803359985,0.11117569357156754,0.3765628933906555,0.732459306716919,0.4512939453125,3.186941385269165,0.48418015241622925,0.3953259065747261,0.04333221970591694,0.07716172747313976,1.000000006170012,0.8623377084732056,0.5408613979816437,0.11344854906201363,0.2587355449795723,0.6956274509429932,0.5040402561426163,2.009765625,0.3429937809705734,0.3356800079345703,0.32132622599601746,0.4783936142921448,0.5251230597496033,0.2531375139951706,0.004423003178089857,0.007323557510972023,0.005358767230063677,0.007503015920519829,0.010607169941067696,0.006051716860383749,0.0,0.0,0.0750553044800957,0.4578559162716071,0.3601497141023477,0.29063701058427494,0.10847223792225122,4.650192185242971,0.3900370279947917,0.5023885091145833,0.3209846389790376,0.5254150390625,0.7914771874745686,0.009304104333083766,0.00073532622991479,0.007068270257635353,0.32180989583333336,2.486043844620387,0.6926129360993704,0.5146484375,1.0,0.002545475959777832,0.0026085376739501953,0.010593414306640625,0.0582064613699913,last,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5146484375,0.6940906206766765,0.10776893422007561,4.977909163633982,0.09303418276831507,1.333599998553594,0.2926595648129781,0.11034443254272143,0.6753007143735885,5.344536096648274e-08,0.04522296721115708,0.023613106971606613,0.008982382800119619,0.001272087596714755,0.0,0.6853412653009097,0.6548406913876533,0.7490901966889699,0.2920347571372986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6940906206766765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.6590815232000001,teacher,0.6935201009114583,0.49830729166666665,0.5146484375,0.078125,0.078125,0.13102213541666666,0.5091145833333334,0.10294701795404156,0.10294701795404156,0.290726900100708,0.6916729807853699,0.17411541193723679,0.13421164453029633,0.7387346029281616,16.0,3.0,0.4159848392009735,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.43458396196365356,0.9855822920799255,3.2184572219848633,2949120.0,0.359375,0.021788597106933594,0.015625,0.2722703814506531,0.0817340835928917,0.16796875,0.007415477652102709,0.0,0.2765139937400818,0.11136069893836975,1.0,0.2796369791030884,0.21875,0.32339632511138916,0.11319464445114136,0.4025263786315918,0.508061945438385,0.459228515625,3.1867895126342773,0.47433194518089294,0.3560570031404495,0.0769211146980524,0.09268991742283106,0.9999999804422259,0.8584051132202148,0.5394474267959595,0.12062764912843704,0.2721385806798935,0.7173835039138794,0.5027169734239578,1.9921875,0.3406554013490677,0.3400084525346756,0.3193361312150955,0.47944827377796173,0.5272439122200012,0.2546042650938034,0.0037693469785153866,0.008709841407835484,0.00589863583445549,0.008853232488036156,0.012029082514345646,0.007245950400829315,0.0,0.0,0.10280457753688096,0.48016494438052176,0.36584625815351807,0.30358401586612066,0.11660610989977917,4.857344237963359,0.39796142578125,0.5035441080729167,0.3213566454748313,0.52589111328125,0.6587533677617708,0.009243267114895086,0.0008788159502728377,0.00716270111540022,0.343377685546875,2.4861351013183595,0.6931059112151464,0.5026041666666666,1.0,-0.0008935332298278809,-0.000903010368347168,0.0026785731315612793,0.058741722255945206,last,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5026041666666666,0.6935201009114583,0.12503223506112893,4.771670601765314,0.16665221229195595,1.2955838908751807,0.306467816978693,0.11904704192032417,0.6909836490948995,0.00034230523434454577,0.047011136449873446,0.03076228847106298,0.010912238620221615,2.7210938666636744e-05,0.0,0.682505439221859,0.6541918208201726,0.7493659153580665,0.2933034027616183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6935201009114583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.6063550013440001,teacher,0.6933284759521484,0.5013671875,0.5146484375,0.022135416666666668,0.022135416666666668,0.059326171875,0.3229166666666667,0.029653698361168306,0.029653698361168306,0.2960570653279622,0.6986261606216431,0.17017985880374908,0.13119396567344666,0.6578407883644104,16.0,1.5,0.3826538026332855,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.43404918909072876,0.9851488471031189,3.217691421508789,3440640.0,0.390625,0.004149189684540033,0.0,0.2906550467014313,0.09308318793773651,0.25,0.0039098504930734634,0.0,0.2851429283618927,0.12089693546295166,0.328125,0.08090205490589142,0.06640625,0.31237322092056274,0.1075148656964302,0.3480202853679657,0.828498363494873,0.4573974609375,3.186444401741028,0.61048823595047,0.2964227497577667,0.006478475290350616,0.08661053143441677,0.9999999924330041,0.8513864874839783,0.5391455292701721,0.1266750693321228,0.28435926139354706,0.7355643510818481,0.502829372882843,1.943359375,0.34076710045337677,0.33840011060237885,0.3208327889442444,0.47780145704746246,0.5257396697998047,0.25310342758893967,0.006989667657762766,0.009606022387742996,0.007972324267029762,0.009145095944404602,0.014081320725381374,0.008341765031218529,0.0,0.0,0.05339628434740007,0.5213324785232544,0.37961653371651966,0.31320083141326904,0.1225530128305157,5.011213294665018,0.36639811197916666,0.50318603515625,0.3210984413822492,0.5256917317708333,0.6928217644492786,0.004116848272193844,0.0004643662668361988,0.0032623891927263077,0.264947509765625,2.493824722369512,0.6932225525379181,0.505859375,1.0,0.0011619329452514648,0.0013698339462280273,0.017897844314575195,0.06176493689417839,last,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.505859375,0.6933284759521484,0.13524526096880435,8.260387615362804,0.1347826926037669,1.2763177971045176,0.31688607335090635,0.12554379167656105,0.699351875980695,4.669184664389074e-07,0.045838529927035174,0.03677032059058547,0.01247477683549126,0.00016741768149586278,0.0,0.6825237681468328,0.6540107061465581,0.7487990001837412,0.2930929576357206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6933284759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.5578466012364802,teacher,0.6936206181844076,0.49270833333333336,0.5146484375,0.010416666666666666,0.010416666666666666,0.05126953125,0.76953125,0.0167665743889908,0.0167665743889908,0.3001575767993927,0.6889510750770569,0.1761464737355709,0.1349024400115013,0.5745418071746826,16.0,1.5,0.4310644716024399,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.43383195996284485,0.9842646718025208,3.2182626724243164,3932160.0,1.0,0.003625357523560524,0.0,0.2883950173854828,0.09511792659759521,1.0,0.002364861313253641,0.0,0.28819093108177185,0.11488217115402222,0.30859375,0.044309504330158234,0.03125,0.32388678193092346,0.11309226602315903,0.32897689938545227,0.8038479089736938,0.454986572265625,3.1866341829299927,0.6384705156087875,0.29611510783433914,0.0041859333869069815,0.061228424310684204,0.9999999811407179,0.8431792259216309,0.5388888418674469,0.1290462240576744,0.28773563355207443,0.7411203384399414,0.5041066259145737,1.95703125,0.3418421149253845,0.33711814880371094,0.32103973627090454,0.47918733954429626,0.5246905088424683,0.252437487244606,0.006356237456202507,0.010398656129837036,0.0072909388691186905,0.009858819656074047,0.013537527061998844,0.00927001889795065,0.0,0.0,0.02819857019931078,0.4925130342443784,0.4012809383372466,0.32360764568050704,0.1279901076729099,5.177722358703614,0.316326904296875,0.5037556966145833,0.3205774990220865,0.5257120768229167,0.8192749038338661,0.0025392607611138375,0.0003538749585156135,0.002059061447895753,0.16050821940104168,2.496191120147705,0.693845808506012,0.4951171875,1.0,0.002595663070678711,0.0019726157188415527,0.016212642192840576,0.0625348910689354,last,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4951171875,0.6936206181844076,0.1476322665810585,9.526311218738556,0.09441915904171765,1.2605539898077647,0.3284166584412257,0.13159524239599704,0.697163341442744,0.0012983862362755615,0.044170950539410114,0.044976605816433826,0.014259173767641187,0.0014315654825800847,0.0,0.6806256800889969,0.6539182210961978,0.7482159703969955,0.29372913440068565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6936206181844076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.5132188731375618,teacher,0.6932401657104492,0.4996744791666667,0.5146484375,0.024739583333333332,0.024739583333333332,0.06526692708333333,1.0,0.04778994980733842,0.04778994980733842,0.2906911571820577,0.6783454120159149,0.1856880784034729,0.13596650213003159,0.7768547832965851,16.0,1.5,0.4159560054540634,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.4340098798274994,0.9841154217720032,3.2177493572235107,4423680.0,1.0,0.0009114337153732777,0.0,0.30210280418395996,0.10178826004266739,1.0,0.0005622274475172162,0.0,0.27215784788131714,0.10954652726650238,1.0,0.14189618825912476,0.07421875,0.297812819480896,0.09625720977783203,0.28193575143814087,0.6539208889007568,0.457000732421875,3.18665087223053,0.7112642228603363,0.1959850937128067,0.04111528745852411,0.05163541156798601,1.0000000155996531,0.8420246243476868,0.5401642322540283,0.12761744484305382,0.28592125326395035,0.7352491617202759,0.5030911862850189,1.978515625,0.341735303401947,0.33826398849487305,0.32000067830085754,0.48001374304294586,0.5248137414455414,0.25367897003889084,0.00548995565623045,0.010889871045947075,0.006906401365995407,0.009825573302805424,0.013387108221650124,0.009877738542854786,0.0,0.0,0.028980562265496702,0.5324869928260644,0.40762287825345994,0.3269608197112878,0.1287185836583376,5.231373127301534,0.317828369140625,0.50355224609375,0.3208035518725713,0.5249796549479167,0.7768817449609439,0.002855239228908128,0.00041123900482489264,0.0023297106148675085,0.16714528401692708,2.495717149972916,0.6936117559671402,0.4879557291666667,1.0,-0.0012334585189819336,-0.0013271570205688477,-0.0007226467132568359,0.05923721194267273,last,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4879557291666667,0.6932401657104492,0.15647545779744784,11.43234474658966,0.10881944621602695,1.2628502428531647,0.3321652255952358,0.13256770099202791,0.6890201215942701,0.0006800352161311214,0.04346772897988558,0.047003937605768445,0.014487325493246318,0.00019857468260037575,0.0,0.6810894216100375,0.6555296689271927,0.7467626685897509,0.2920923354725043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6932401657104492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.47216136328655683,teacher,0.6933132171630859,0.501953125,0.5146484375,0.13151041666666666,0.13151041666666666,0.12955729166666666,0.5325520833333334,0.1255669973033946,0.1255669973033946,0.29494529962539673,0.6887869536876678,0.17854848504066467,0.13266459107398987,0.9191088378429413,16.0,5.5,0.38844136893749237,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.43489766120910645,0.9848152995109558,3.218141555786133,4915200.0,0.35546875,0.00039390247547999024,0.0,0.29542553424835205,0.10055702924728394,0.2421875,8.826385601423681e-05,0.0,0.2860337495803833,0.11788405478000641,1.0,0.3762188255786896,0.39453125,0.30337661504745483,0.10365229099988937,0.19777511060237885,0.4345752000808716,0.455078125,3.1868836879730225,0.6519755423069,0.1448865830898285,0.09046994708478451,0.11266794055700302,1.000000013038516,0.8504987359046936,0.5392159819602966,0.12982558086514473,0.2908280938863754,0.7423886060714722,0.503197580575943,2.07421875,0.3440612256526947,0.33794790506362915,0.31799085438251495,0.47974924743175507,0.526419460773468,0.2535371854901314,0.001881652744486928,0.011813044548034668,0.0031722343992441893,0.0102271419018507,0.009642037563025951,0.011492116376757622,0.0,0.0,0.05209388160146773,0.533029526968797,0.38406695624192555,0.3273504567643007,0.12964133359491825,5.237607320149739,0.24750773111979166,0.5033935546875,0.3204079588254293,0.52489013671875,0.522097680469354,0.00415210060600657,0.0005042035541312846,0.003388510727866863,0.07778371175130208,2.493771853049596,0.694564531246821,0.4908854166666667,1.0,0.0044291019439697266,0.004146099090576172,0.014254450798034668,0.05735861137509346,last,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4908854166666667,0.6933132171630859,0.16952386386692525,12.066337935129802,0.14592089876532555,1.285412268837293,0.3335253951450189,0.13402084037661552,0.6879623308777809,0.00013626927269569933,0.04495901893824339,0.04918728160361449,0.01506878788738201,0.0,0.0,0.6828781818350156,0.655427755912145,0.7467470536629359,0.29209205682079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6933132171630859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
