epoch,tau,train_loss,train_acc,best_acc,program_recovery_rate,expected_edge_recovery,expected_any_recovery,expected_edge_active,transform_mass,skip_mass,disable_mass,choice_entropy,semantic_grid_mismatch,grid_candidate_usage,semantic_candidate_usage,usage_candidate_usage,random_candidate_usage,primitive_embedding_rank,primitive_pair_cos_mean,primitive_pair_cos_max,usage_entropy,val_loss,val_acc,sim_disabled_delta,choice_without_sim_delta,credit_items,credit_staleness_mean,credit_age_max
1,1.0,0.7547711020708084,0.49984375,0.4984375,0.00390625,0.00390625,0.009521484375,0.29267340898513794,0.481130987405777,0.32832443714141846,0.19054457545280457,1.3047940731048584,0.51153564453125,0.0,0.0,0.0,0.0,25.0,0.49952661991119385,0.987423837184906,2.5720582008361816,0.7270165383815765,0.4984375,0.006383776664733887,0.006383776664733887,1.0,0.0,0.0
2,0.92,0.7211545115709305,0.5034375,0.503125,0.00390625,0.00390625,0.002685546875,0.3099570572376251,0.5073474049568176,0.30292195081710815,0.1897306740283966,1.2640470266342163,0.5152587890625,0.0,0.0,0.0,0.0,25.0,0.4990728795528412,0.9873809814453125,2.245131015777588,0.7080913007259368,0.503125,0.021394193172454834,0.021394193172454834,1.0,0.0,0.0
3,0.8464,0.7059907329082489,0.500546875,0.511328125,0.0,0.0,0.000244140625,0.3079744279384613,0.5158795118331909,0.3106759488582611,0.17344458401203156,1.123916506767273,0.5111083984375,0.0,0.0,0.0,0.0,25.0,0.4987083971500397,0.9878610372543335,2.0458223819732666,0.6996235609054565,0.511328125,0.004756271839141846,0.004756271839141846,1.0,0.0,0.0
4,0.778688,0.7002237814664841,0.50296875,0.511328125,0.0,0.0,0.00048828125,0.2806224524974823,0.5211097002029419,0.31418168544769287,0.16470856964588165,1.0424836874008179,0.510498046875,0.0,0.0,0.0,0.0,25.0,0.4994205832481384,0.9880954027175903,1.9263067245483398,0.6995359718799591,0.5078125,0.0003255009651184082,0.0003255009651184082,1.0,0.0,0.0
5,0.7163929600000001,0.7003441250324249,0.491875,0.511328125,0.0,0.0,0.00048828125,0.2911566495895386,0.5519362688064575,0.2924909293651581,0.1555728018283844,1.0701115131378174,0.51055908203125,0.0,0.0,0.0,0.0,25.0,0.49945613741874695,0.9885689616203308,2.069612503051758,0.6974385857582093,0.48671875,0.011027693748474121,0.011027693748474121,1.0,0.0,0.0
