epoch,tau,train_loss,train_acc,best_acc,program_recovery_rate,expected_edge_recovery,expected_any_recovery,expected_candidate_present,expected_edge_choice_mass,expected_edge_active,transform_mass,skip_mass,disable_mass,choice_entropy,active_cells,expected_top_cells,primitive_top_share,active_edges_per_target,final_read_last,final_read_mean,final_read_learned,state_norm_none,state_norm_layernorm,slot_address_used_by_controller,slot_address_used_by_executor,primitive_embedding_rank,primitive_pair_cos_mean,primitive_pair_cos_max,usage_entropy,action_L0_0_1_diff_present,action_L0_0_1_diff_choice_mass,action_L0_0_1_diff_recovery,action_L0_0_1_diff_active,action_L0_0_1_diff_tape,action_L0_2_3_diff_present,action_L0_2_3_diff_choice_mass,action_L0_2_3_diff_recovery,action_L0_2_3_diff_active,action_L0_2_3_diff_tape,action_L1_1_3_product_present,action_L1_1_3_product_choice_mass,action_L1_1_3_product_recovery,action_L1_1_3_product_active,action_L1_1_3_product_tape,semantic_grid_mismatch,grid_candidate_usage,semantic_candidate_usage,usage_candidate_usage,random_candidate_usage,scanner_source_mass_sum,edge_scale_mean,cell_output_gate_mean,cell_tape_weight_mean,cell_write_mass_mean,target_write_gate_mean,edge_pair_bias_expected,edge_pair_bias_std,write_pair_bias_expected,write_pair_bias_std,phase_pair_bias_expected,phase_pair_bias_std,cell_output_pair_bias_expected,cell_output_pair_bias_std,signal_expected_choice_mass,signal_candidate_present,signal_primitive_top_share,signal_active_mean,signal_tape_mean,signal_active_cells_soft,adaptive_recovery_gate,adaptive_collapse_gate,adaptive_sparse_gate,adaptive_choice_boost,val_loss,val_acc,oracle_acc,gain_disabled_delta,sim_result_disabled_delta,sim_disabled_delta,choice_without_sim_delta,final_read_mode,credit_items,credit_staleness_mean,credit_age_max,ce_loss,sim_loss,expected_choice_loss,non_expected_primitive_loss,expected_active_loss,non_expected_active_loss,non_expected_tape_loss,non_expected_transform_loss,primitive_usage_diversity,cell_choice_diversity,active_budget,tape_budget,layer_action_diversity,min_transform_loss,eff_lambda_choice,eff_lambda_non_expected_primitive,eff_lambda_primitive_usage_diversity,eff_lambda_cell_choice_diversity,eff_lambda_non_expected_active,eff_lambda_non_expected_tape,eff_lambda_non_expected_transform,eff_lambda_active_budget,eff_lambda_tape_budget,eff_lambda_layer_action_diversity,weighted_ce_loss,weighted_sim_loss,weighted_expected_choice_loss,weighted_expected_active_loss,weighted_non_expected_primitive_loss,weighted_non_expected_active_loss,weighted_non_expected_tape_loss,weighted_non_expected_transform_loss,weighted_primitive_usage_diversity,weighted_cell_choice_diversity,weighted_active_budget,weighted_tape_budget,weighted_layer_action_diversity,weighted_min_transform_loss,loss_accounting_error
1,1.0,8.408046245574951,0.5,0.4375,0.3125,0.3125,0.30859375,0.7708333333333334,0.24002179068823656,0.24537006517251334,0.5385406017303467,0.28186939656734467,0.17959001660346985,1.3058395981788635,16.0,5.0,0.2248704880475998,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.40887919068336487,0.9887372851371765,1.1008845567703247,0.9375,0.27909204363822937,0.4375,0.25257551670074463,0.06962564587593079,1.0,0.41015446186065674,0.5,0.25490957498550415,0.06623467057943344,0.375,0.030818866565823555,0.0,0.2286251038312912,0.07917161285877228,0.337890625,0.626186802983284,0.070607990026474,0.3026036322116852,0.0006015956751070917,1.0000000208965503,0.9516706466674805,0.5215416848659515,0.06576934270560741,0.19023512303829193,0.5661622583866119,0.0005617676652036607,0.0004426253726705909,0.0005692882114090025,0.00042642312473617494,-0.00012970389798283577,0.000387305102776736,-9.309010238212068e-06,6.0092283092672005e-05,0.15031452476978302,0.7083333432674408,0.2075497731566429,0.2325584962964058,0.06786815822124481,3.7209360599517822,0.016538359224796295,0.0002330242277821526,0.010221245232969522,2.475192427635193,0.741521418094635,0.4375,1.0,0.0028929710388183594,-0.0017134547233581543,-0.003255784511566162,0.023822376504540443,last,1.0,0.0,0.0,0.6818647086620331,0.11338436976075172,3.0856698751449585,0.12454978749155998,1.4906087517738342,0.2320973053574562,0.06743797287344933,0.5398654937744141,0.0,0.010898510459810495,0.004817649256438017,0.0027976814890280366,0.0,0.0,2.475192427635193,5.825605694553815e-05,1.16512114800571e-05,1.16512114800571e-05,0.00020442489767447114,0.0005110622587380931,0.00020442489767447114,0.00020442489767447114,0.00020442489767447114,1.16512114800571e-05,0.6818647086620331,0.01133843744173646,7.640110492706299,0.07453043758869171,7.682833484068397e-06,4.749306208395865e-05,3.457680213614367e-05,0.00011054361675633118,0.0,1.3249963259909237e-07,9.864118908353703e-07,5.75781228917549e-07,0.0,0.0,1.781689782376361e-07
1,1.0,2.0060364025831223,0.499375,0.5625,0.3333333333333333,0.3333333333333333,0.3736979166666667,0.3333333333333333,0.3326982259750366,0.3434551457564036,0.5095153450965881,0.2940499633550644,0.19643469154834747,0.7832094728946686,16.0,13.0,0.398286834359169,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.4084368944168091,0.9851460456848145,3.2174060344696045,0.3125,0.31208282709121704,0.3125,0.3153482973575592,0.09375438839197159,0.3125,0.31148970127105713,0.3125,0.31790754199028015,0.07244997471570969,0.375,0.3745221495628357,0.375,0.39710959792137146,0.08277902007102966,0.36376953125,0.9331499636173248,0.0,0.0034442951437085867,0.06340575963258743,1.0000000183936208,0.99305659532547,0.481063112616539,0.06947381049394608,0.23496299237012863,0.6489664912223816,0.02617279253900051,0.0110667385160923,0.02523130737245083,0.010459382086992264,0.024371754378080368,0.01142946071922779,-0.02241932414472103,0.002348650712519884,0.32906011017039416,0.40479166612029077,0.3225582941621542,0.26146024495363235,0.06826932694762945,4.183363950252533,0.1135750783549156,0.013878955082327593,0.07960670066066086,2.3296373891830444,0.6817637085914612,0.5625,1.0,0.0022010207176208496,-0.0003560781478881836,0.003901362419128418,0.027316264808177948,last,,,,0.6972250264883041,0.03902240904048085,0.4538363194023259,0.30718148317188027,1.3143469607830047,0.2592433317005634,0.06762023840099574,0.5083815643191337,0.000388357655647269,0.0198814825899899,0.012874051495455206,0.002938331956975162,0.0,0.0,2.3296373891830444,0.003469738770581898,0.0006939477577714115,0.0006939477577714115,0.0015921339767373866,0.003980335087799176,0.0015921339767373866,0.0015921339767373866,0.0015921339767373866,0.0005416253770403046,0.6972250264883041,0.003902240975294262,1.111495523150079,0.06571734916418791,0.001380967964161215,0.0004231088956385065,0.0002703218613669378,0.0008078705733532843,1.1968324411792963e-06,2.003209310148524e-05,2.3925186979738556e-05,4.741411047959332e-06,0.0,0.0,2.0561315761113974e-08
2,0.92,0.888213928937912,0.509375,0.5625,0.375,0.375,0.3919270833333333,0.375,0.37471328179041546,0.49712836742401123,0.4998835474252701,0.31557564437389374,0.18454083055257797,0.7068224549293518,16.0,12.5,0.3957708328962326,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.4085354804992676,0.9852503538131714,3.2175910472869873,0.375,0.3746870756149292,0.375,0.49806076288223267,0.13355933129787445,0.375,0.3746601641178131,0.375,0.3630220293998718,0.07677517831325531,0.375,0.37479260563850403,0.375,0.6303023099899292,0.1349380612373352,0.35498046875,0.9475573301315308,0.0,0.0,0.05244269222021103,1.0000000223517418,0.9828790128231049,0.43174198269844055,0.0776994451880455,0.3092995285987854,0.7635690569877625,0.061270494014024734,0.022250723093748093,0.060820430517196655,0.021591506898403168,0.059875719249248505,0.023056507110595703,-0.053811535239219666,0.00262079038657248,0.38142727613449096,0.3839583322405815,0.3913386684656143,0.3236094728112221,0.07195225186645984,5.1777515840530395,0.13649508935399354,0.020073475383105686,0.10977207468822599,2.2952573645114898,0.6759509444236755,0.5,1.0,0.0012924671173095703,-0.0005105137825012207,-0.0035697221755981445,0.02265235409140587,last,,,,0.6955650401115417,0.02650171235203743,0.007648152470064815,0.3900290733575821,0.9702595216035843,0.31504308819770815,0.0692434487491846,0.49911982893943785,0.0005468008251187939,0.02437180820852518,0.041059860698878764,0.003268931668717414,0.0,0.0,2.2952573645114898,0.005018368845776422,0.0010036737803966389,0.0010036737803966389,0.0021954414478386752,0.005488603828998748,0.0021954414478386752,0.0021954414478386752,0.0021954414478386752,0.0008680786392505979,0.6955650401115417,0.002650171285495162,0.01730942430207506,0.048512976728379724,0.002054891934240004,0.0006897334647510433,0.0003809375088167144,0.0010953340495325392,1.0965428085665114e-06,2.6665336972655494e-05,8.869515850619792e-05,7.191877340346764e-06,0.0,0.0,8.584379762588412e-09
3,0.8464,0.8980141228437424,0.495,0.5625,0.5,0.5,0.390625,0.5,0.4996033211549123,0.5419862071673075,0.4778135120868683,0.3261232227087021,0.19606322050094604,0.7030240893363953,16.0,14.5,0.4191166162490845,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.4082038402557373,0.9850074648857117,3.2172601222991943,0.375,0.3745786249637604,0.375,0.5268154740333557,0.10981418192386627,0.5,0.49941349029541016,0.5,0.42013871669769287,0.07155674695968628,0.625,0.6248178482055664,0.625,0.679004430770874,0.12667182087898254,0.3740234375,0.8217325508594513,0.14304327253648808,0.0,0.03522414341568947,0.9999999668116288,0.9826463460922241,0.409982830286026,0.06736935675144196,0.31441281735897064,0.7617209255695343,0.08628014475107193,0.0306532084941864,0.0853426605463028,0.02994556911289692,0.08418965339660645,0.03131791949272156,-0.09804049879312515,0.004860124550759792,0.5061855067312717,0.5110416674613952,0.4610965490341187,0.37824827045202253,0.07046167887747287,6.0519723176956175,0.34542315136641266,0.10078431450529024,0.30635347386822104,1.9818652737140656,0.7102155089378357,0.4375,1.0,0.0047408342361450195,-3.337860107421875e-06,0.008314311504364014,0.019736669957637787,last,,,,0.6971248531341553,0.022614250257611275,0.012746734242828097,0.4523847311735153,0.7507260304689407,0.36475163102149966,0.0665943543240428,0.48510336816310884,0.011726606705760787,0.030371737722307442,0.07948542401194572,0.0031775786052457987,0.0,0.0,1.9818652737140656,0.02519607862632256,0.005039215806173161,0.005039215806173161,0.006127069340145681,0.01531767395848874,0.006127069340145681,0.006127069340145681,0.006127069340145681,0.004708508335024817,0.6971248531341553,0.002261425071628764,0.02601878039975418,0.03753630232065916,0.012025423682061956,0.0022569643589667975,0.0010161803116716327,0.0029586265615944283,8.41673531860998e-05,0.00016903304528113948,0.0005054708666284569,1.93466099278794e-05,0.0,0.0,4.9700665805119115e-09
4,0.778688,0.8756948393583298,0.49125,0.5625,0.5625,0.5625,0.4557291666666667,0.5625,0.5622452000776926,0.5981711347897848,0.4433789551258087,0.34741099178791046,0.20921004563570023,0.55885249376297,16.0,14.5,0.50509312748909,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.40804439783096313,0.9849305748939514,3.2178616523742676,0.3125,0.31216225028038025,0.3125,0.511045515537262,0.11319834738969803,0.5,0.4998370409011841,0.5,0.5181212425231934,0.05592115968465805,0.875,0.8747363090515137,0.875,0.7653466463088989,0.13254082202911377,0.36669921875,0.762050062417984,0.17682942748069763,0.0,0.06112051010131836,1.0,0.9791595637798309,0.3641289919614792,0.05836299806833267,0.33490923047065735,0.7952286303043365,0.11118786782026291,0.039986640214920044,0.10984170436859131,0.038933221250772476,0.10887125134468079,0.04046539589762688,-0.13522745668888092,0.009722113609313965,0.5424983018636703,0.5437500011920929,0.49091035068035127,0.4263017046451569,0.0613605934381485,6.820827293395996,0.40813995122909547,0.1381413115374744,0.3783591302484274,1.8877900683879851,0.6981827020645142,0.5625,1.0,0.00026607513427734375,0.0007686614990234375,0.000580132007598877,0.01963956467807293,last,,,,0.6951369947195053,0.01924288848415017,0.0049514701971202155,0.48043620109558105,0.6066738745570183,0.4094759127497673,0.0572655488550663,0.4534310534596443,0.019455019417218864,0.030913373436778784,0.12409157037734986,0.0023061406414490193,0.0,0.0,1.8877900683879851,0.0345353278843686,0.0069070656853728,0.0069070656853728,0.007567182451020926,0.018917956864461304,0.007567182451020926,0.007567182451020926,0.007567182451020926,0.006701641294639558,0.6951369947195053,0.0019242888886947184,0.009860306569753447,0.030333694275468587,0.01690376181388274,0.003105749059468508,0.0010819547247956508,0.003427503182319924,0.00014883005993397092,0.0002201572523699724,0.0009456663875607774,1.7393453376826073e-05,0.0,0.0,1.1395376864342666e-09
5,0.7163929600000001,0.8595964330434799,0.48875,0.5625,0.4791666666666667,0.4791666666666667,0.3880208333333333,0.4791666666666667,0.4785973131656647,0.6634394725163778,0.4107263386249542,0.3734356462955475,0.2158380001783371,0.4784369207918644,16.0,12.0,0.44382718205451965,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.4077809751033783,0.9849756956100464,3.2180843353271484,0.25,0.2497844696044922,0.25,0.6097520589828491,0.061889976263046265,0.4375,0.4361490309238434,0.4375,0.5579167604446411,0.058745723217725754,0.75,0.7498584389686584,0.75,0.8226495981216431,0.10475023835897446,0.3837890625,0.7900105714797974,0.08278492838144302,0.0,0.1272045075893402,1.0000000074505806,0.983345091342926,0.318834125995636,0.04736190475523472,0.3630956709384918,0.8221727609634399,0.13245972990989685,0.04784463718533516,0.13120493292808533,0.04688766226172447,0.12999358773231506,0.04847806692123413,-0.16286636888980865,0.015074022114276886,0.5382722103595734,0.5387500005960465,0.4927382692694664,0.4574849486351013,0.051927251406013966,7.319759125709534,0.39955271810293197,0.13454121666029095,0.37804998859763145,1.9006709170341491,0.7035068869590759,0.375,1.0,-0.0003114938735961914,0.0029285550117492676,0.00202023983001709,0.02177252806723118,last,,,,0.6964182025194168,0.01614871244877577,0.001172966914891731,0.4828750440478325,0.503156521320343,0.43752370923757555,0.04799161363393068,0.423891077041626,0.020403811580035836,0.029292317964136602,0.15777617424726487,0.0014657403429737315,0.0,0.0,1.9006709170341491,0.03363530416507274,0.0067270609515253455,0.0067270609515253455,0.007560999605339021,0.018902499717660247,0.007560999605339021,0.007560999605339021,0.007560999605339021,0.006617509678471833,0.6964182025194168,0.0016148712637368589,0.002174961058262852,0.025157826449722052,0.016461068524513393,0.003307421401841566,0.0009053547508665361,0.003202863357728347,0.00015192357112937317,0.00020174873592623043,0.0011927117450977675,1.1012794539055904e-05,0.0,0.0,7.946509894551923e-09
6,0.6590815232000001,0.8542960107326507,0.491875,0.5625,0.4791666666666667,0.4791666666666667,0.4192708333333333,0.4791666666666667,0.47880421578884125,0.6907547314961752,0.3913321793079376,0.3998338282108307,0.20883400738239288,0.5430591553449631,16.0,14.5,0.4740402102470398,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.40734121203422546,0.9847975969314575,3.2169265747070312,0.25,0.24981339275836945,0.25,0.5992124676704407,0.10377535223960876,0.4375,0.43670153617858887,0.4375,0.6156458258628845,0.045748330652713776,0.75,0.7498977184295654,0.75,0.8574059009552002,0.08141972124576569,0.35107421875,0.7086280882358551,0.13280101120471954,0.0,0.15857091546058655,1.0000000149011612,1.0000506937503815,0.2971644997596741,0.03934936411678791,0.38103196024894714,0.8400501012802124,0.15435945987701416,0.056255582720041275,0.1528845578432083,0.055160995572805405,0.15089872479438782,0.056917931884527206,-0.18458057940006256,0.020596006885170937,0.530253147482872,0.5312499976158143,0.4986551088094711,0.4851798611879349,0.04290923301130533,7.762877740859985,0.3863988595455885,0.1415340816229582,0.37082463897764684,1.9204017150402068,0.7005648612976074,0.3125,1.0,0.0029610395431518555,0.0033918023109436035,0.006809413433074951,0.020285459235310555,last,,,,0.6946968191862106,0.014929933818057179,0.002628858475627567,0.4900804063677788,0.41726720601320266,0.4627391362190247,0.039221481736749414,0.39722941666841505,0.02234842358157039,0.029943088237196207,0.18946318075060845,0.0008288249032921157,0.0,0.0,1.9204017150402068,0.03538352040573955,0.007076704183127731,0.007076704183127731,0.007416492603952065,0.018541232249699533,0.007416492603952065,0.007416492603952065,0.007416492603952065,0.007001815171679482,0.6946968191862106,0.0014929934008978307,0.005017057842342183,0.02086336078122258,0.01778655432164669,0.0034380686515942216,0.0007245832741318737,0.0029423224937636405,0.00018145248991913832,0.00022362701662132167,0.0014127473629196175,6.072802773360309e-06,0.0,0.0,1.8628656395236476e-09
7,0.6063550013440001,0.9357435864210129,0.50375,0.5625,0.3541666666666667,0.3541666666666667,0.35546875,0.3541666666666667,0.3540840446949005,0.7296022176742554,0.3625543862581253,0.4098769426345825,0.22756865620613098,0.4463719613850117,16.0,10.0,0.4686476141214371,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.4041685461997986,0.985281229019165,3.218069553375244,0.0,0.0,0.0,0.6863867044448853,0.07916173338890076,0.1875,0.18735972046852112,0.1875,0.6192470788955688,0.06625211983919144,0.875,0.8748924136161804,0.875,0.883172869682312,0.07133998721837997,0.36083984375,0.3671227198251472,0.3877238780260086,0.1563788503408432,0.08877457678318024,1.0000000249751793,1.025723785161972,0.2997624948620796,0.03730209358036518,0.3743109852075577,0.8367123007774353,0.1708088368177414,0.06262047588825226,0.16944636404514313,0.06148866191506386,0.1674714833498001,0.06357085704803467,-0.20332610607147217,0.025941144675016403,0.5954251194000244,0.6014583346247673,0.56464429885149,0.4931085881590843,0.03585465317592025,7.889737396240235,0.4548949206992984,0.3270856175525114,0.43761049810796976,1.8176576066017152,0.6949654817581177,0.4375,1.0,0.001968562602996826,0.0012977123260498047,0.0027809739112854004,0.02052178606390953,last,,,,0.6945090681314469,0.017246353812515734,0.02571778791123961,0.5539484998583794,0.36190873295068743,0.46821763694286345,0.032456162367016074,0.3715344053506851,0.0628601083625108,0.03911790005862713,0.19741966634988783,0.0004587984929094091,0.0,0.0,1.8176576066017152,0.08177140438812786,0.016354281113599427,0.016354281113599427,0.00875220977817662,0.021880525338929147,0.00875220977817662,0.00875220977817662,0.00875220977817662,0.016211680693522794,0.6945090681314469,0.001724635407445021,0.04402095569852463,0.018095437083393336,0.061604812685400245,0.0040860759682254865,0.0007324616037658416,0.003276807384681888,0.002235690637063499,0.0009846182921501169,0.001710479815810686,4.439879502342592e-06,0.0,0.0,1.0336680178468782e-08
8,0.5578466012364802,0.882012020945549,0.525625,0.5625,0.6875,0.6875,0.42578125,0.6875,0.6872832874457041,0.7404324213663737,0.3422105759382248,0.41430771350860596,0.24348168075084686,0.5213367603719234,16.0,13.0,0.48601001501083374,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.40316054224967957,0.9849390983581543,3.217060089111328,0.5,0.49974778294563293,0.5,0.6549564003944397,0.06541456282138824,0.625,0.6247227191925049,0.625,0.6548941731452942,0.030970565974712372,0.9375,0.9373793601989746,0.9375,0.9114466905593872,0.06420355290174484,0.373046875,0.8363291621208191,0.14269628469264717,0.0,0.020974570885300636,1.000000017698767,1.0169533491134644,0.24863176047801971,0.02869151346385479,0.39226020872592926,0.8492081165313721,0.18698850274085999,0.06887438148260117,0.18477831780910492,0.06725692749023438,0.18318091332912445,0.06989340484142303,-0.21084001660346985,0.028955357149243355,0.46113233238458634,0.46395833402872083,0.4907897636294365,0.5197532320022583,0.031304219234734774,8.316051697731018,0.2601169799268246,0.09375420939177274,0.2529461048170924,2.109824528694153,0.6861533522605896,0.5625,1.0,-0.0037192702293395996,0.0006114840507507324,-0.001494288444519043,0.021937532350420952,last,,,,0.6927861154079438,0.013259082054719328,0.025094726643121703,0.4559395679831505,0.307596480846405,0.4937868016958237,0.028197889421135186,0.3580067002773285,0.024222883833572267,0.02991044258698821,0.23185641154646874,0.00027990402217255907,0.0,0.0,2.109824528694153,0.023438552347943186,0.004687710554862861,0.004687710554862861,0.005058921991148963,0.012647305554710329,0.005058921991148963,0.005058921991148963,0.005058921991148963,0.004658824400685262,0.6927861154079438,0.0013259082270087675,0.05482387396990816,0.015379824312403798,0.011433034107321874,0.002514576309185941,0.000351521029297146,0.0017999663375667296,0.00012978532945680853,0.00015037011108688604,0.0011952178996580188,1.3408778869461457e-06,0.0,0.0,4.079146798119382e-09
9,0.5132188731375618,0.8404335111379624,0.485,0.6875,0.5833333333333334,0.5833333333333334,0.4791666666666667,0.5833333333333334,0.5831223924954733,0.784323533376058,0.35111766308546066,0.40855929255485535,0.2403230294585228,0.4962134063243866,16.0,13.0,0.516754686832428,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.4029372036457062,0.9851029515266418,3.2176401615142822,0.25,0.2498999834060669,0.25,0.7383970022201538,0.06439199298620224,0.5625,0.5621235966682434,0.5625,0.7160193920135498,0.032954633235931396,0.9375,0.9373435974121094,0.9375,0.8985542058944702,0.05218592286109924,0.3515625,0.7651975452899933,0.13997319713234901,0.0,0.0948292464017868,0.9999999888241291,1.0248990058898926,0.21638812869787216,0.023614502511918545,0.3872237801551819,0.8527837097644806,0.20367389917373657,0.07533730566501617,0.20141567289829254,0.0735878273844719,0.19938644766807556,0.0766042023897171,-0.22381165623664856,0.03469637408852577,0.5505858218669891,0.5510416638851166,0.505577250123024,0.5153121882677079,0.028278813976794482,8.244995031356812,0.42129599645733834,0.16048042077571154,0.4088322542607784,1.8680560088157654,0.6682966947555542,0.6875,1.0,-0.00024306774139404297,0.0012022852897644043,0.0013543367385864258,0.022132322192192078,last,,,,0.6967340064048767,0.015012766495347022,0.0008854779770246068,0.4958000642061233,0.27394471541047094,0.48708660393953324,0.02528350315988064,0.3506024453043938,0.022418853961862623,0.03002645567059517,0.22292667254805565,0.0001884656802212703,0.0,0.0,1.8680560088157654,0.040120105193927884,0.008024021172896028,0.008024021172896028,0.008176644898485392,0.020441613113507628,0.008176644898485392,0.008176644898485392,0.008176644898485392,0.007971784537658096,0.6967340064048767,0.0015012766711879522,0.0015997406059540253,0.013697235947474837,0.02025211720261723,0.003992926561040804,0.0005155561570427381,0.0028659671579953283,0.00020213195221913338,0.0002495021322465618,0.0018349830398801713,1.5234855675316794e-06,0.0,0.0,5.797863300571748e-09
